Category,Description,Carbohydrate,Cholesterol,Fiber,Kilocalories,Protein,RefusePercentage,SugarTotal,HouseholdWeights.1stHouseholdWeight,HouseholdWeights.2ndHouseholdWeight,fat
CHICKEN,"CHICKEN,GROUND,RAW",0.04,86.0,0.0,143.0,17.44,0.0,0.0,112.0,0.0,7.42
CHICKEN,"CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED",0.0,107.0,0.0,189.0,23.28,0.0,0.0,85.05,0.0,10.068999999999999
CHICK,"CHICK,FEET,BOILED",0.2,84.0,0.0,215.0,19.4,0.0,0.0,0.0,0.0,12.4
USDA CMDTY CHICK,"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",0.0,83.0,0.0,162.0,27.52,0.0,0.0,0.0,0.0,4.9319999999999995
USDA CMDTY,"USDA CMDTY,CHICK,CND,MEAT ONLY,W/ H2O",0.0,67.0,0.0,129.0,22.02,0.0,0.0,0.0,0.0,3.945
USDA CMDTY,"USDA CMDTY,CHICK,CND,MEAT ONLY,W/ BROTH",0.23,67.0,0.0,133.0,22.41,0.0,0.029999999,0.0,0.0,4.059
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,ROTISSERIE,ORI",0.0,123.0,0.0,205.0,25.34,56.0,0.0,0.0,0.0,9.605999999999998
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,ROTISSERIE,O",0.0,89.0,0.0,148.0,29.07,24.0,0.0,0.0,0.0,2.735
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,ROTISSERIE,",0.0,160.0,0.0,176.0,28.74,41.0,0.0,0.0,0.0,5.49
CHICKEN,"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,ROTISSERIE,ORIGINAL",0.12,141.0,0.0,406.0,17.66,0.0,0.109999999,0.0,0.0,32.209999999999994
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,ROTISSERIE,OR",0.0,130.0,0.0,196.0,24.06,29.0,0.0,0.0,0.0,9.417
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,ROTISSERIE,ORI",0.0,140.0,0.0,197.0,27.69,57.0,0.0,0.0,0.0,7.312000000000001
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT & SKN,CKD,ROTISSERIE,OR",0.03,128.0,0.0,260.0,23.23,0.0,0.029999999,0.0,0.0,15.809000000000001
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT & SKN,CKD,ROTISSERIE,",0.02,96.0,0.0,184.0,27.48,0.0,0.02,0.0,0.0,6.828
CHICKEN,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT & SKN,CKD,ROTISSERIE",0.02,156.0,0.0,215.0,26.86,0.0,0.02,0.0,0.0,10.025
CHICKEN,"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT & SKN,CKD,ROTISSERIE,O",0.02,132.0,0.0,233.0,22.93,0.0,0.02,0.0,0.0,13.436
CHICKEN,"CHICKEN,BROILERS OR FRYERS,WING,MEAT & SKN,CKD,ROTISSERIE,OR",0.04,140.0,0.0,266.0,24.34,0.0,0.039999999,0.0,0.0,15.613
USDA CMDTY,"USDA CMDTY,CHICK FAJITA STRIPS,FRZ",2.23,88.0,0.0,135.0,18.56,0.0,0.0,9.39,0.0,5.018
USDA CMDTY,"USDA CMDTY,TURKEY TACO MEAT,FRZ,CKD",3.03,71.0,0.0,148.0,16.8,0.0,0.0,183.43,0.0,6.464999999999999
USDA COMMODITY,"USDA COMMODITY,TURKEY HAM,DK MEAT,SMOKED,FRZ",3.1,64.0,0.0,118.0,16.3,0.0,1.200000048,28.35,28.0,3.41
EMU,"EMU,GROUND,RAW",0.0,69.0,0.0,134.0,22.77,0.0,0.0,116.99,0.0,3.186
EMU,"EMU,GROUND,CKD,PAN-BROILED",0.0,87.0,0.0,163.0,28.43,0.0,0.0,109.44,85.0,3.872
EMU,"EMU,FAN FILLET,RAW",0.0,71.0,0.0,103.0,22.5,0.0,0.0,513.02,85.0,0.629
EMU,"EMU,FAN FILLET,CKD,BRLD",0.0,82.0,0.0,154.0,31.27,0.0,0.0,393.67,85.0,1.818
EMU,"EMU,FLAT FILLET,RAW",0.0,71.0,0.0,102.0,22.25,0.0,0.0,354.12,0.0,0.584
EMU,"EMU,FULL RUMP,RAW",0.0,85.0,0.0,112.0,22.83,0.0,0.0,694.62,0.0,1.293
EMU,"EMU,FULL RUMP,CKD,BRLD",0.0,129.0,0.0,168.0,33.67,0.0,0.0,495.96,85.0,2.562
EMU,"EMU,INSIDE DRUM,RAW",0.0,67.0,0.0,108.0,22.22,0.0,0.0,572.04,0.0,1.174
EMU,"EMU,INSIDE DRUMS,CKD,BRLD",0.0,91.0,0.0,156.0,32.38,0.0,0.0,416.39,85.0,1.9210000000000003
EMU,"EMU,OUTSIDE DRUM,RAW",0.0,78.0,0.0,103.0,23.08,0.0,0.0,422.22,0.0,0.394
EMU,"EMU,OYSTER,RAW",0.0,81.0,0.0,141.0,22.81,0.0,0.0,299.64,0.0,3.8389999999999995
EMU,"EMU,TOP LOIN,CKD,BRLD",0.0,88.0,0.0,152.0,29.07,0.0,0.0,244.13,85.0,2.476
OSTRICH,"OSTRICH,GROUND,RAW",0.0,71.0,0.0,165.0,20.22,0.0,0.0,108.79,435.0,5.741
OSTRICH,"OSTRICH,GROUND,CKD,PAN-BROILED",0.0,83.0,0.0,175.0,26.15,0.0,0.0,93.25,85.0,4.688000000000001
OSTRICH,"OSTRICH,FAN,RAW",0.0,73.0,0.0,117.0,21.81,0.0,0.0,0.0,0.0,2.4
OSTRICH,"OSTRICH,INSIDE LEG,RAW",0.0,66.0,0.0,111.0,22.39,0.0,0.0,85.0,0.0,1.58
OSTRICH,"OSTRICH,INSIDE LEG,CKD",0.0,73.0,0.0,141.0,29.01,0.0,0.0,85.0,0.0,1.69
OSTRICH,"OSTRICH,INSIDE STRIP,RAW",0.0,73.0,0.0,127.0,23.69,0.0,0.0,0.0,0.0,2.693
OSTRICH,"OSTRICH,INSIDE STRIP,CKD",0.0,97.0,0.0,164.0,29.37,0.0,0.0,85.0,0.0,4.1899999999999995
OSTRICH,"OSTRICH,OUTSIDE LEG,RAW",0.0,65.0,0.0,115.0,22.86,0.0,0.0,0.0,0.0,1.63
OSTRICH,"OSTRICH,OUTSIDE STRIP,RAW",0.0,79.0,0.0,120.0,23.36,0.0,0.0,0.0,0.0,2.107
OSTRICH,"OSTRICH,OUTSIDE STRIP,CKD",0.0,93.0,0.0,156.0,28.55,0.0,0.0,85.0,0.0,3.46
OSTRICH,"OSTRICH,OYSTER,RAW",0.0,73.0,0.0,125.0,21.55,0.0,0.0,0.0,0.0,3.08
OSTRICH,"OSTRICH,OYSTER,CKD",0.0,90.0,0.0,159.0,28.81,0.0,0.0,85.0,0.0,3.65
OSTRICH,"OSTRICH,RND,RAW",0.0,71.0,0.0,116.0,21.99,0.0,0.0,0.0,0.0,2.18
OSTRICH,"OSTRICH,TENDERLOIN,RAW",0.0,80.0,0.0,123.0,22.07,0.0,0.0,0.0,0.0,3.15
OSTRICH,"OSTRICH,TIP RAW",0.0,72.0,0.0,114.0,21.85,0.0,0.0,0.0,0.0,2.1
OSTRICH,"OSTRICH,TIP CKD",0.0,85.0,0.0,145.0,28.49,0.0,0.0,85.0,0.0,2.41
OSTRICH,"OSTRICH,TOP LOIN,RAW",0.0,75.0,0.0,119.0,21.67,0.0,0.0,0.0,0.0,2.84
OSTRICH,"OSTRICH,TOP LOIN,CKD",0.0,93.0,0.0,155.0,28.12,0.0,0.0,85.0,0.0,2.9699999999999998
CHICKEN,"CHICKEN,LIVER,ALL CLASSES,CKD,PAN-FRIED",1.11,564.0,0.0,172.0,25.78,0.0,0.0,0.0,0.0,4.685
SOUP,"SOUP,CRM OF ASPARAGUS,CND,COND",8.52,4.0,0.400000006,69.0,1.82,0.0,0.720000029,125.5,305.0,3.03
SOUP,"SOUP,BLACK BEAN,CND,COND",15.42,0.0,6.8000001910000005,91.0,4.83,0.0,2.49000001,257.0,312.0,1.23
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,BEEFY MUSHROOM SOUP,COND",4.76,4.0,0.0,40.0,2.38,0.0,0.7900000209999999,126.0,0.0,0.397
SOUP,"SOUP,BEAN W/ PORK,CND,COND",16.97,2.0,5.900000095,129.0,5.88,0.0,3.0,326.03,130.0,4.12
SOUP,"SOUP,BEAN W/ FRANKFURTERS,CND,COND",16.75,9.0,4.599999905,142.0,7.6,0.0,0.0,263.0,319.0,4.94
SOUP,"SOUP,BEAN W/ HAM,CND,CHUNKY,RTS",11.16,9.0,4.599999905,95.0,5.19,0.0,0.0,243.0,546.0,3.3400000000000003
SOUP,"SOUP,BF BROTH OR BOUILLON CND,RTS",0.04,0.0,0.0,7.0,1.14,0.0,0.0,240.0,435.0,0.21
SOUP,"SOUP,BF NOODLE,CND,COND",7.16,4.0,0.600000024,67.0,3.85,0.0,2.0599999430000002,125.0,305.0,2.29
SOUP,"SOUP,CRM OF CELERY,CND,COND",7.03,11.0,0.600000024,72.0,1.32,0.0,1.350000024,125.5,305.0,4.15
SOUP,"SOUP,CHS,CND,COND",8.19,23.0,0.800000012,121.0,4.22,0.0,0.600000024,128.5,312.0,7.73
SOUP,"SOUP,CHICK W/ DUMPLINGS,CND,COND",4.93,27.0,0.400000006,79.0,4.58,0.0,0.46000000799999996,123.0,298.0,4.19
SOUP,"SOUP,CHICK BROTH,CND,COND",0.75,1.0,0.0,31.0,4.42,0.0,0.349999994,125.5,305.0,1.0
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BROCCOLI CHS SOUP,COND",9.68,4.0,0.0,81.0,1.61,0.0,1.6100000140000001,124.0,0.0,1.6130000000000002
SOUP,"SOUP,CHICK,CND,CHUNKY,RTS",6.88,12.0,0.600000024,71.0,5.06,0.0,0.870000005,245.0,0.0,2.52
SOUP,"SOUP,CRM OF CHICK,CND,COND",7.16,8.0,0.0,90.0,2.38,0.0,0.540000021,125.5,305.0,4.695
SOUP,"SOUP,CHICK GUMBO,CND,COND",6.67,3.0,1.600000024,45.0,2.1,0.0,1.929999948,125.5,305.0,1.06
SOUP,"SOUP,CHUNKY CHICK NOODLE,CND,RTS",4.0,5.0,0.400000006,37.0,3.27,0.0,0.75,245.0,527.0,0.714
SOUP,"SOUP,CHICK NOODLE,CND,COND",6.03,11.0,0.300000012,52.0,2.59,0.0,0.540000021,126.0,303.0,1.931
SOUP,"SOUP,CHICK RICE,CND,CHUNKY,RTS",5.41,5.0,0.400000006,53.0,5.11,0.0,0.600000024,240.0,539.0,1.28
SOUP,"SOUP,CHICK W/ RICE,CND,COND",5.84,5.0,0.5,49.0,2.89,0.0,0.159999996,119.07,298.0,1.4500000000000002
SOUP,"SOUP,CHICK VEG,CHUNKY,CND,RTS",7.87,7.0,0.0,69.0,5.13,0.0,0.0,240.0,539.0,1.92
SOUP,"SOUP,CHICK VEG,CND,COND",7.01,7.0,0.699999988,61.0,2.94,0.0,1.25999999,121.34,303.0,2.2199999999999998
SOUP,"SOUP,CHILI BF,CND,COND",18.86,10.0,2.5,117.0,5.09,0.0,5.090000153,263.0,319.0,2.3499999999999996
SOUP,"SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS",7.84,6.0,1.200000048,56.0,3.02,0.0,1.669999957,240.0,539.0,1.3399999999999999
SOUP,"SOUP,CLAM CHOWDER,MANHATTAN,CND,COND",9.74,2.0,1.200000048,61.0,1.74,0.0,2.700000048,125.5,305.0,1.637
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK W/ RICE,COND",7.19,4.0,0.800000012,58.0,1.59,0.0,0.7900000209999999,126.0,0.0,0.794
SOUP,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND",10.32,6.0,0.699999988,72.0,3.17,0.0,0.379999995,126.0,303.0,1.9180000000000001
SOUP,"SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND",0.84,0.0,0.0,13.0,2.52,0.0,0.0,124.0,310.0,0.0
SOUP,"SOUP,CRAB,CND,RTS",4.22,4.0,0.300000012,31.0,2.25,0.0,0.0,244.0,369.0,0.6000000000000001
SOUP,"SOUP,ESCAROLE,CND,RTS",0.72,1.0,0.0,11.0,0.62,0.0,0.0,248.0,553.0,0.7
SOUP,"SOUP,GAZPACHO,CND,RTS",1.8,0.0,0.200000003,19.0,2.9,0.0,0.589999974,244.0,369.0,0.05
SOUP,"SOUP,LENTIL W/HAM,CND,RTS",8.16,3.0,0.0,56.0,3.74,0.0,0.0,248.0,567.0,1.1
CAMPBELL COMPANY,"CAMPBELL COMPANY,CAMPBELL'S RED&WHITE,CHEDDAR CHS SOUP,COND",9.68,4.0,0.800000012,89.0,1.61,0.0,1.6100000140000001,124.0,0.0,1.6130000000000002
SOUP,"SOUP,MINESTRONE,CND,CHUNKY,RTS",8.64,2.0,2.400000095,53.0,2.13,0.0,2.170000076,240.0,539.0,1.1099999999999999
SOUP,"SOUP,MINESTRONE,CND,COND",9.17,1.0,0.800000012,68.0,3.48,0.0,1.5,123.0,298.0,1.9100000000000001
CAMPBELL,"CAMPBELL,CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND",7.94,8.0,0.800000012,56.0,2.38,0.0,0.7900000209999999,126.0,0.0,0.794
SOUP,"SOUP,MUSHROOM BARLEY,CND,COND",9.6,0.0,0.0,61.0,1.5,0.0,0.0,125.5,305.0,1.7200000000000002
SOUP,"SOUP,CRM OF MUSHROOM,CND,COND",6.72,0.0,0.0,85.0,1.61,0.0,1.4600000380000002,121.34,303.0,3.9240000000000004
SOUP,"SOUP,MUSHROOM W/ BF STOCK,CND,COND",7.41,6.0,0.10000000099999999,68.0,2.51,0.0,2.279999971,125.5,305.0,2.9800000000000004
SOUP,"SOUP,ONION,CND,COND",6.68,0.0,0.699999988,46.0,3.06,0.0,2.720000029,123.0,298.0,1.35
SOUP,"SOUP,CRM OF ONION,CND,COND",10.4,12.0,0.400000006,88.0,2.2,0.0,3.640000105,125.5,305.0,4.0
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND",7.94,4.0,0.800000012,56.0,2.38,0.0,0.7900000209999999,126.0,0.0,0.397
SOUP,"SOUP,OYSTER STEW,CND,COND",3.32,11.0,0.0,48.0,1.72,0.0,0.0,123.0,298.0,2.91
SOUP,"SOUP,PEA,GRN,CND,COND",20.18,0.0,3.900000095,125.0,6.54,0.0,6.519999981000001,127.6,319.0,2.12
SOUP,"SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS",11.17,3.0,1.7000000480000002,77.0,4.62,0.0,1.9099999669999999,240.0,539.0,1.58
SOUP,"SOUP,PEA,SPLIT W/ HAM,CND,COND",20.81,6.0,1.7000000480000002,141.0,7.68,0.0,0.0,135.0,326.0,3.12
SOUP,"SOUP,PEPPERPOT,CND,COND",7.66,8.0,0.400000006,84.0,5.19,0.0,0.0,123.0,298.0,3.61
SOUP,"SOUP,CRM OF POTATO,CND,COND",9.14,5.0,0.400000006,59.0,1.39,0.0,1.6900000569999998,125.5,305.0,1.74
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND",8.73,8.0,0.800000012,56.0,3.17,0.0,1.5900000330000001,126.0,0.0,0.397
SOUP,"SOUP,SCOTCH BROTH,CND,COND",7.73,4.0,1.0,66.0,4.05,0.0,0.0,123.0,298.0,1.9900000000000002
SOUP,"SOUP,CRM OF SHRIMP,CND,COND",6.53,13.0,0.200000003,72.0,2.22,0.0,0.0,125.5,305.0,3.92
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED&WHITE,CHICK BROTH,COND",0.81,4.0,0.0,16.0,0.81,0.0,0.810000002,124.0,0.0,0.0
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK GUMBO SOUP,COND",7.94,4.0,0.800000012,48.0,1.59,0.0,1.5900000330000001,126.0,0.0,0.397
SOUP,"SOUP,STOCKPOT,CND,COND",8.95,3.0,0.0,78.0,3.79,0.0,0.0,129.0,312.0,2.83
SOUP,"SOUP,TOMATO BF W/ NOODLE,CND,COND",16.87,3.0,1.200000048,112.0,3.55,0.0,0.0,251.0,305.0,3.19
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,CHICK NOODLE SOUP,COND",6.35,12.0,0.800000012,48.0,2.38,0.0,0.7900000209999999,126.0,0.0,0.397
SOUP,"SOUP,TOMATO RICE,CND,COND",17.08,1.0,1.299999952,93.0,1.64,0.0,5.900000095,128.5,312.0,1.92
SOUP,"SOUP,TURKEY,CHUNKY,CND,RTS",5.96,4.0,0.0,57.0,4.33,0.0,0.0,236.0,532.0,1.73
SOUP,"SOUP,TURKEY NOODLE,CND,COND",6.88,4.0,0.600000024,55.0,3.11,0.0,0.40999999600000003,125.5,305.0,1.47
SOUP,"SOUP,TURKEY VEG,CND,COND",7.05,1.0,0.5,60.0,2.52,0.0,1.090000033,123.0,298.0,2.3600000000000003
SOUP,"SOUP,CHUNKY VEG,CND,RTS",7.92,0.0,0.5,51.0,1.46,0.0,1.830000043,245.0,539.0,1.47
SOUP,"SOUP,VEGETARIAN VEG,CND,COND",9.78,0.0,0.5,59.0,1.72,0.0,3.1300001139999996,123.0,298.0,1.51
SOUP,"SOUP,PEA,GRN,CND,COND,PREP W/ EQ VOLUME H2O",9.88,0.0,1.899999976,62.0,3.2,0.0,3.1900000569999998,259.48,32.0,1.038
SOUP,"SOUP,CHUNKY BF,CND,RTS",10.08,6.0,0.600000024,66.0,3.97,0.0,0.670000017,245.0,539.0,1.0659999999999998
SOUP,"SOUP,VEG BF,CND,COND",8.11,4.0,1.600000024,63.0,4.45,0.0,0.889999986,125.5,305.0,1.4100000000000001
SOUP,"SOUP,VEG W/ BF BROTH,CND,COND",10.7,1.0,1.299999952,66.0,2.42,0.0,1.6399999859999999,123.0,298.0,1.4500000000000002
SOUP,"SOUP,BF BROTH OR BOUILLON,PDR,DRY",23.65,10.0,0.0,238.0,15.97,0.0,16.70999908,3.6,6.0,8.268
SOUP,"SOUP,BEEF BROTH,CUBED,DRY",16.1,4.0,0.0,170.0,17.3,0.0,14.51000023,3.6,0.0,3.82
SOUP,"SOUP,BF NOODLE,DRY,MIX",48.64,13.0,2.700000048,324.0,17.93,0.0,5.099999905,9.2,0.0,6.109999999999999
SOUP,"SOUP,CHICK BROTH OR BOUILLON,DRY",18.01,13.0,0.0,267.0,16.66,0.0,17.36000061,4.0,2.0,13.27
SOUP,"SOUP,CHICK BROTH CUBES,DRY",23.5,13.0,0.0,198.0,14.6,0.0,0.0,4.8,0.0,4.74
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND",9.52,8.0,0.800000012,63.0,3.17,0.0,1.5900000330000001,126.0,0.0,0.794
CAMPBELL COMPANY,"CAMPBELL COMPANY,CAMPBELL'S RED & WHITE,CHICK VEG SOUP,COND",11.9,4.0,1.600000024,63.0,2.38,0.0,2.380000114,126.0,0.0,0.397
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,BF BROTH,COND",0.81,0.0,0.0,12.0,2.42,0.0,0.810000002,124.0,0.0,0.0
SOUP,"SOUP,ONION,DRY,MIX",65.07,0.0,6.599999905,293.0,7.48,0.0,4.650000095,7.53,39.0,0.32
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELLS RED & WHITE,BF CONSOMME,COND",0.81,0.0,0.0,16.0,3.23,0.0,0.810000002,124.0,0.0,0.0
SOUP,"SOUP,TOMATO VEG,DRY,MIX",59.9,3.0,3.0,325.0,11.73,0.0,3.7699999810000002,1.2,38.0,4.73
SOUP,"SOUP,CRM OF VEG,DRY,PDR",52.1,2.0,3.0,446.0,8.0,0.0,17.51000023,17.7,0.0,23.05
SAUCE,"SAUCE,CHS,DRY,PDR",33.66,51.0,1.100000024,448.0,22.69,0.0,25.12999916,35.0,0.0,24.15
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,BATMAN FUN SHAPES SOUP,COND",7.94,4.0,0.800000012,56.0,2.38,0.0,0.7900000209999999,126.0,0.0,0.397
SAUCE,"SAUCE,TERIYAKI,RTS",15.56,0.0,0.10000000099999999,89.0,5.93,0.0,14.10000038,288.0,18.0,0.0
GRAVY,"GRAVY,AU JUS,CANNED",2.5,0.0,0.0,16.0,1.2,0.0,0.0,238.4,298.0,0.19
GRAVY,"GRAVY,AU JUS,DRY",47.49,4.0,0.0,313.0,9.2,0.0,0.0,3.0,0.0,6.939
GRAVY,"GRAVY,BF,CND,RTS",4.81,3.0,0.400000006,53.0,3.75,0.0,0.209999993,233.0,291.0,2.1950000000000003
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BEAN W/ BACON SOUP,COND",19.53,4.0,6.3000001910000005,133.0,6.25,0.0,3.1300001139999996,128.0,0.0,2.344
GRAVY,"GRAVY,BROWN,DRY",59.38,3.0,2.0,367.0,10.74,0.0,0.0,6.0,0.0,8.176
GRAVY,"GRAVY,CHICK,CND,RTS",5.42,2.0,0.400000006,79.0,1.93,0.0,0.779999971,238.0,298.0,5.46
GRAVY,"GRAVY,CHICKEN,DRY",62.09,19.0,0.0,381.0,11.27,0.0,0.0,8.0,8.0,9.445
GRAVY,"GRAVY,MUSHROOM,CANNED",5.47,0.0,0.400000006,50.0,1.26,0.0,0.0,238.4,298.0,2.59
GRAVY,"GRAVY,MUSHROOM,DRY,PDR",64.66,3.0,4.8000001910000005,328.0,10.0,0.0,3.25999999,21.3,0.0,3.81
GRAVY,"GRAVY,ONION,DRY,MIX",67.64,2.0,6.0,322.0,9.0,0.0,0.0,24.0,0.0,2.9000000000000004
GRAVY,"GRAVY,PORK,DRY,PDR",63.57,10.0,2.400000095,367.0,8.78,0.0,24.72999954,6.7,0.0,8.625
GRAVY,"GRAVY,TURKEY,CND,RTS",5.1,2.0,0.400000006,51.0,2.6,0.0,0.209999993,238.4,15.0,2.0100000000000002
GRAVY,"GRAVY,TURKEY,DRY",65.12,14.0,0.0,367.0,10.42,0.0,0.0,7.0,0.0,6.746
GRAVY,"GRAVY,UNSPEC TYPE,DRY",58.0,4.0,0.0,344.0,13.0,0.0,0.0,24.8,0.0,7.629999999999999
SOUP,"SOUP,CHICK NOODLE,DRY,MIX",62.32,74.0,3.200000048,377.0,15.42,0.0,1.899999976,74.4,11.0,5.6
SAUCE,"SAUCE,MOLE POBLANO,DRY MIX,SINGLE BRAND",41.7,0.0,10.10000038,571.0,7.48,0.0,0.0,264.81,0.0,0.0
SAUCE,"SAUCE,SOFRITO,PREP FROM RECIPE",5.46,0.0,1.7000000480000002,237.0,12.8,0.0,0.0,102.84,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,SPAGHETTI SAU,MEATLESS,CND",8.7,0.0,0.0,48.0,1.2,0.0,4.6999998089999995,0.0,0.0,0.882
CAMPBELL COMPANY,"CAMPBELL COMPANY,CAMPBELL'S RED & WHITE,BF NOODLE SOUP,COND",6.35,8.0,0.800000012,56.0,3.17,0.0,0.7900000209999999,126.0,0.0,0.397
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,BF W/ VEG & BARLEY SOUP,COND",11.9,8.0,2.400000095,71.0,3.97,0.0,1.5900000330000001,126.0,0.0,1.191
SOUP,"SOUP,BF MUSHROOM,CND,COND",5.2,5.0,0.200000003,61.0,4.6,0.0,0.0,125.5,305.0,2.3
SOUP,"SOUP,CHICK MUSHROOM,CND,COND",7.6,8.0,0.200000003,109.0,3.5,0.0,1.309999943,125.5,305.0,6.98
SAUCE,"SAUCE,BARBECUE",36.25,0.0,0.600000024,150.0,0.0,0.0,26.05999947,34.51,250.0,0.24400000000000002
SAUCE,"SAUCE,PLUM,READY-TO-SERVE",42.81,0.0,0.699999988,184.0,0.89,0.0,0.0,305.0,19.0,0.981
SAUCE,"SAUCE,PIZZA,CND,RTS",8.67,3.0,2.0,54.0,2.18,0.0,1.75,63.0,0.0,1.02
SOUP,"SOUP,TOMATO BISQUE,CND,COND",18.47,4.0,0.800000012,96.0,1.76,0.0,0.0,128.5,312.0,1.8199999999999998
SOUP,"SOUP,TOMATO,CND,COND",13.41,0.0,1.200000048,60.0,1.61,0.0,8.109999657000001,121.34,303.0,0.523
SAUCE,"SAUCE,SALSA,RTS",6.26,0.0,1.600000024,27.0,1.54,0.0,3.0599999430000002,259.0,16.0,0.17
SAUCE,"SAUCE,HOMEMADE,WHITE,THIN",7.4,8.0,0.10000000099999999,105.0,3.77,0.0,4.769999981000001,250.0,125.0,6.4079999999999995
SAUCE,"SAUCE,HOMEMADE,WHITE,MED",9.17,7.0,0.200000003,147.0,3.84,0.0,4.360000134,250.0,125.0,10.136
SAUCE,"SAUCE,HOMEMADE,WHITE,THICK",11.61,6.0,0.300000012,186.0,3.99,0.0,3.960000038,250.0,125.0,13.181000000000001
SAUCE,"SAUCE,RTS,PEPPER OR HOT",1.75,0.0,0.300000012,11.0,0.51,0.0,1.25999999,4.7,1.0,0.278
SAUCE,"SAUCE,RTS,PEPPER,TABASCO",0.8,0.0,0.600000024,12.0,1.29,0.0,0.129999995,4.7,1.0,0.5680000000000001
SOUP,"SOUP,STOCK,BEEF,HOME-PREPARED",1.2,0.0,0.0,13.0,1.97,0.0,0.540000021,240.0,0.0,0.08299999999999999
SOUP,"SOUP,STOCK,CHICK,HOME-PREPARED",3.53,3.0,0.0,36.0,2.52,0.0,1.580000043,240.0,0.0,1.116
SOUP,"SOUP,STOCK,FISH,HOME-PREPARED",0.0,1.0,0.0,17.0,2.26,0.0,0.0,233.0,0.0,0.577
SAUCE,"SAUCE,HOISIN,RTS",44.08,3.0,2.799999952,220.0,3.31,0.0,27.26000023,16.0,0.0,3.229
SAUCE,"SAUCE,OYSTER,RTS",10.92,0.0,0.300000012,51.0,1.35,0.0,0.0,18.0,0.0,0.182
SOUP,"SOUP,MINESTRONE,CND,RED NA,RTS",9.0,0.0,2.400000095,50.0,2.0,0.0,2.130000114,0.0,0.0,0.67
USDA COMMODITY,"USDA COMMODITY,SALSA",7.0,0.0,1.399999976,36.0,1.5,0.0,0.0,0.0,0.0,0.152
SAUCE,"SAUCE,FISH,READY-TO-SERVE",3.64,0.0,0.0,35.0,5.06,0.0,3.640000105,18.0,0.0,0.008
SOUP,"SOUP,SHARK FIN,REST-PREP",3.8,2.0,0.0,46.0,3.2,0.0,0.0,216.0,0.0,1.4249999999999998
SOUP,"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",8.1,3.0,0.600000024,52.0,1.21,0.0,2.130000114,251.0,0.0,1.53
SOUP,"SOUP,CHICK BROTH,CND,LESS/REDUCED NA",0.38,0.0,0.0,7.0,1.36,0.0,0.21999999899999997,240.0,0.0,0.0
SAUCE,"SAUCE,TERIYAKI,RTS,RED NA",15.58,0.0,0.10000000099999999,89.0,5.93,0.0,14.10000038,0.0,0.0,0.0
SOUP,"SOUP,BEAN&HAM,CND,RED NA,PREP W/H2O OR RTS",13.66,2.0,4.0,74.0,4.19,0.0,3.1700000760000004,0.0,0.0,0.9359999999999999
SPLIT PEA SOUP,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",11.83,2.0,1.899999976,71.0,3.85,0.0,5.059999943,253.0,0.0,0.8380000000000001
