,source,target
1378, teen 2 3 1 2 1 poor chest, Machine Bench Press Barbell Bench Press Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press
1379, teen 2 3 1 2 1 poor legs, Reverse Lunge Diagonal Lunge Dumbbell Side Lunge Lying Single Leg Curl
1380, teen 2 3 1 2 1 poor back, Lat Pulldown Machine Row Bent Over Hammer Dumbbell Row Seated Cable Row
1381, teen 2 3 1 2 1 poor calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1382, teen 2 3 1 2 2 poor abdominals, Front Plank (from knees) Weighted V Up Weighted Crunch Side Plank (from toes) Decline Cross Sit Up
1383, teen 2 3 1 2 2 poor triceps, Tricep Pushdown Machine Dips Tricep Extensions Lying Single Arm Dumbbell Triceps Extension
1384, teen 2 3 1 2 2 poor biceps, Seated Hammer Curl Kneeling Cable Curl Bicep Curl Dumbbell Curl
1385, teen 2 3 1 2 2 poor shoulders, Dumbbell Lateral Raise Bent Over Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise Cable Lateral Raise
1386, teen 2 3 1 2 2 poor chest, Wide Grip Push Up Barbell Bench Press Single Arm Dumbbell Bench Press Flat Bench Press
1387, teen 2 3 1 2 2 poor legs, Lateral Squat Walking Lunge Single Leg Hip Lift Single Leg Squat
1388, teen 2 3 1 2 2 poor back, Pull Up Single Arm Dumbbell Row Bent Over Barbell Row Bent Over Dumbbell Row
1389, teen 2 3 1 2 2 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1390, teen 2 3 1 2 3 poor abdominals, Reverse Crunch Weighted Crunch Front Plank (from toes) Lying Hip Thrust Seated Medicine Ball Twist
1391, teen 2 3 1 2 3 poor triceps, Tricep Extensions Machine Dips Lying Single Dumbbell Triceps Extension Tricep Pushdown
1392, teen 2 3 1 2 3 poor biceps, Kneeling Cable Curl Machine Curl Single Arm Dumbbell Curl   Incline Bench Dumbbell Curl
1393, teen 2 3 1 2 3 poor shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Twisting Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Kneeling Single Arm Cable Rear Delt Raise Reverse Incline Dumbbell Rear Delt Raise
1394, teen 2 3 1 2 3 poor chest, Kneeling Push Up Flat Bench Press Alternating Dumbbell Bench Press Low Cable Crossover
1395, teen 2 3 1 2 3 poor legs, Lateral Step Up Smith Machine Squat Lying Alternating Leg Curl Barbell Reverse Lunge
1396, teen 2 3 1 2 3 poor back, Seated Row One Arm Dumbbell Row Back Raise Seated Cable Row
1397, teen 2 3 1 2 3 poor calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1398, teen 2 3 1 3 1 poor abdominals, Bent Knee Crunch Weighted V Up Weighted Crunch Incline Hip Thrust Lying Hip Thrust
1399, teen 2 3 1 3 1 poor triceps, Kneeling Cable Triceps Extension Single Arm Towel Triceps Pushdown Overhead Single Dumbbell Tricep Extension Dumbbell Kickback
1400, teen 2 3 1 3 1 poor biceps, Alternating Dumbbell Curl Seated Hammer Curl Seated Alternating Hammer Curl Alternating Hammer Curl
1401, teen 2 3 1 3 1 poor shoulders, Lying Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Raise Single Arm Dumbbell Shoulder Press Front Plate Raise
1402, teen 2 3 1 3 1 poor chest, Machine Bench Press Flat Bench Press Alternating Dumbbell Bench Press Barbell Bench Press
1403, teen 2 3 1 3 1 poor legs, Barbell Squat Single Arm Dumbbell Side Squat Single Leg Dumbbell Squat Barbell Walking Lunge Barbell Hack Squat
1404, teen 2 3 1 3 1 poor back, Bent Over Hammer Dumbbell Row One Arm Dumbbell Row Wide Grip Lat Pulldown Alternating Superman
1405, teen 2 3 1 3 1 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
1406, teen 2 3 1 3 2 poor abdominals, Sit Up Weighted Crunch Front Plank (from toes) Seated Medicine Ball Twist Ab Cycle
1407, teen 2 3 1 3 2 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Kneeling Cable Triceps Extension Overhead Single Dumbbell Tricep Extension Tricep Extensions
1408, teen 2 3 1 3 2 poor biceps, Seated Alternating Curl Bicep Curl Seated Alternating Hammer Curl Single Arm Dumbbell Curl   Incline Bench
1409, teen 2 3 1 3 2 poor shoulders, Lying Single Arm Dumbbell Rear Delt Raise Barbell Front Raise Cable Lateral Raise Arnold Dumbbell Press
1410, teen 2 3 1 3 2 poor chest, Pec Deck Low Cable Crossover Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press
1411, teen 2 3 1 3 2 poor legs, Leg Curl Dumbbell Side Lunge Diagonal Lunge Elevated Single Leg Hip Lift Single Arm Barbell Side Squat
1412, teen 2 3 1 3 2 poor back, Lat Pulldown Alternating Superman Superman Hold Pull Up
1413, teen 2 3 1 3 2 poor calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
1414, teen 2 3 1 3 3 poor abdominals, Heel Touch Side Plank (from knees) Front Plank (from toes) Reverse Cable Chop Decline Sit Up   Twist
1415, teen 2 3 1 3 3 poor triceps, Overhead Dumbbell Triceps Extension V Bar Tricep Pushdown Overhead Single Arm Dumbbell Tricep Extension Single Arm Towel Triceps Pushdown
1416, teen 2 3 1 3 3 poor biceps, Alternating Hammer Curl Hammer Curl Seated Alternating Hammer Curl Alternating Dumbbell Curl
1417, teen 2 3 1 3 3 poor shoulders, Machine Shoulder Press Dumbbell Twisting Shoulder Press Cable Front Raise Kneeling Single Arm Cable Rear Delt Raise Smith Machine Shoulder Press
1418, teen 2 3 1 3 3 poor chest, Kneeling Push Up Smith Machine Bench Press Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press
1419, teen 2 3 1 3 3 poor legs, Dumbbell Lunge Single Arm Dumbbell Side Squat Single Leg Squat Split Squat Single Arm Barbell Side Squat
1420, teen 2 3 1 3 3 poor back, Back Raise Bent Over Dumbbell Row Assisted Pull Up Lat Pulldown
1421, teen 2 3 1 3 3 poor calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
1422, teen 2 3 2 1 1 poor abdominals, Bent Knee Crunch Weighted V Up Kneeling Ab Rollout Decline Crunch Decline Cross Sit Up
1423, teen 2 3 2 1 1 poor triceps, Kneeling Cable Triceps Extension Tricep Extensions V Bar Tricep Pushdown Overhead Single Arm Dumbbell Tricep Extension
1424, teen 2 3 2 1 1 poor biceps, Bicep Curl Seated Dumbbell Curl Kneeling Cable Curl Single Arm Barbell Curl
1425, teen 2 3 2 1 1 poor shoulders, Dumbbell Front Raise Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press Lying Dumbbell External Rotation
1426, teen 2 3 2 1 1 poor chest, Kneeling Push Up Low Cable Crossover Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press
1427, teen 2 3 2 1 1 poor legs, Hip Lift Step Up Forward Lunge Dumbbell Squat
1428, teen 2 3 2 1 1 poor back, Seated Row Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown Rope Cable Row
1429, teen 2 3 2 1 1 poor calves, Calf Raise   Standing Calf Raise   Seated Calf Press Seated Calf Raise
1430, teen 2 3 2 1 2 poor abdominals, Heel Touch Weighted Crunch Weighted V Up Incline Hip Thrust Decline Crunch
1431, teen 2 3 2 1 2 poor triceps, Tricep Pushdown Lying Single Arm Dumbbell Triceps Extension Overhead Single Dumbbell Tricep Extension Machine Dips
1432, teen 2 3 2 1 2 poor biceps, Seated Alternating Curl Kneeling Cable Curl Bicep Curl Seated Dumbbell Curl
1433, teen 2 3 2 1 2 poor shoulders, Dumbbell Alternating Shoulder Press Dumbbell Shoulder Press Barbell Front Raise Cable Front Raise
1434, teen 2 3 2 1 2 poor chest, Dumbbell Fly Smith Machine Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press
1435, teen 2 3 2 1 2 poor legs, Lateral Squat Dumbbell Step Up Lying Machine Squat Step Up
1436, teen 2 3 2 1 2 poor back, One Arm Dumbbell Row Bent Over Long Barbell Row Rope Cable Row Bent Over Alternating Dumbbell Row
1437, teen 2 3 2 1 2 poor calves, Calf Raise   Seated Seated Calf Raise Calf Raise   Standing Dumbbell Calf Raise
1438, teen 2 3 2 1 3 poor abdominals, Crunch Weighted Crunch Front Plank (from toes) Decline Sit Up Reverse Cable Chop
1439, teen 2 3 2 1 3 poor triceps, Dumbbell Kickback V Bar Tricep Pushdown Tricep Extensions Assisted Dips
1440, teen 2 3 2 1 3 poor biceps, Bicep Curl Seated Dumbbell Curl Hammer Curl Machine Curl
1441, teen 2 3 2 1 3 poor shoulders, Dumbbell Lateral Raise Cable Lateral Raise Dumbbell Shoulder Press Smith Machine Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
1442, teen 2 3 2 1 3 poor chest, Machine Bench Press Low Cable Crossover Flat Bench Press Barbell Bench Press
1443, teen 2 3 2 1 3 poor legs, Seated Leg Curl Forward Lunge Step Up Leg Press
1444, teen 2 3 2 1 3 poor back, Single Arm Dumbbell Row Bent Over Alternating Dumbbell Row Bent Over Long Barbell Row Standing Single Arm Cable Row
1445, teen 2 3 2 1 3 poor calves, Dumbbell Calf Raise Calf Raise   Standing Seated Calf Raise Calf Raise   Seated
1446, teen 2 3 2 2 1 poor abdominals, Bent Knee Sit Up Side Plank (from knees) Weighted V Up Reverse Cable Chop Medicine Ball V Up
1447, teen 2 3 2 2 1 poor triceps, Towel Triceps Pushdown Assisted Dips Tricep Extensions Lying Single Dumbbell Triceps Extension
1448, teen 2 3 2 2 1 poor biceps, Seated Dumbbell Curl Alternating Hammer Curl Seated Alternating Curl Barbell Curl
1449, teen 2 3 2 2 1 poor shoulders, Dumbbell Lateral Raise Machine Shoulder Press Lying Single Arm Dumbbell Rear Delt Raise Lying Dumbbell External Rotation
1450, teen 2 3 2 2 1 poor chest, Twisting Dumbbell Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press Smith Machine Bench Press
1451, teen 2 3 2 2 1 poor legs, Barbell Squat Diagonal Lunge Single Leg Squat Lying Alternating Leg Curl
1452, teen 2 3 2 2 1 poor back, Quadruped Alternating Superman Bent Over Alternating Dumbbell Row Reverse Grip Lat Pullown Rope Cable Row
1453, teen 2 3 2 2 1 poor calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1454, teen 2 3 2 2 2 poor abdominals, Sit Up Kneeling Ab Rollout Front Plank (from toes) Seated Medicine Ball Twist Decline Crunch
1455, teen 2 3 2 2 2 poor triceps, V Bar Tricep Pushdown Kneeling Cable Triceps Extension Towel Triceps Pushdown Tricep Extensions
1456, teen 2 3 2 2 2 poor biceps, Seated Alternating Hammer Curl Machine Curl Seated Dumbbell Curl Single Arm Barbell Curl
1457, teen 2 3 2 2 2 poor shoulders, Dumbbell Front Raise Cable Lateral Raise Bent Over Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise
1458, teen 2 3 2 2 2 poor chest, Twisting Dumbbell Bench Press Alternating Dumbbell Bench Press Flat Bench Press Low Cable Crossover
1459, teen 2 3 2 2 2 poor legs, Barbell Squat Single Leg Extension Barbell Side Lunge Barbell Reverse Lunge
1460, teen 2 3 2 2 2 poor back, Wide Grip Lat Pulldown Standing Single Arm Cable Row Bent Over Long Barbell Row Reverse Grip Lat Pullown
1461, teen 2 3 2 2 2 poor calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1462, teen 2 3 2 2 3 poor abdominals, Sit Up Weighted Crunch Weighted V Up Bent Knee Medicine Ball Hip Rotation Decline Crunch
1463, teen 2 3 2 2 3 poor triceps, Lying Single Arm Dumbbell Triceps Extension Single Arm Towel Triceps Pushdown Towel Triceps Pushdown Kneeling Cable Triceps Extension
1464, teen 2 3 2 2 3 poor biceps, Seated Alternating Curl Seated Hammer Curl Seated Dumbbell Curl Dumbbell Curl
1465, teen 2 3 2 2 3 poor shoulders, Dumbbell Front Raise Cable Front Raise Seated Dumbbell Rear Delt Elbow Raise Bent Over Cable Rear Delt Raise Smith Machine Shoulder Press
1466, teen 2 3 2 2 3 poor chest, Kneeling Push Up Alternating Dumbbell Bench Press Single Arm Dumbbell Bench Press Low Cable Crossover
1467, teen 2 3 2 2 3 poor legs, Leg Extension Lateral Barbell Squat Elevated Hip Lift Smith Machine Squat
1468, teen 2 3 2 2 3 poor back, Superman Rope Cable Row Standing Single Arm Cable Row Bent Over Long Barbell Row
1469, teen 2 3 2 2 3 poor calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1470, teen 2 3 2 3 1 poor abdominals, Crunch Side Plank (from knees) Kneeling Ab Rollout Cable Chop Incline Hip Thrust
1471, teen 2 3 2 3 1 poor triceps, Dumbbell Kickback Overhead Dumbbell Triceps Extension Towel Triceps Pushdown Single Arm Towel Triceps Pushdown
1472, teen 2 3 2 3 1 poor biceps, Seated Alternating Curl Alternating Dumbbell Curl Dumbbell Curl Single Arm Barbell Curl
1473, teen 2 3 2 3 1 poor shoulders, Lying Dumbbell External Rotation Dumbbell Front Raise Lying Single Arm Dumbbell Rear Delt Raise Single Arm Dumbbell Shoulder Press
1474, teen 2 3 2 3 1 poor chest, Pec Deck Fly Single Arm Dumbbell Bench Press Barbell Bench Press Alternating Dumbbell Bench Press
1475, teen 2 3 2 3 1 poor legs, Dumbbell Lunge Single Leg Extension Smith Machine Squat Bent Knee Single Leg Hip Lift Barbell Step Up
1476, teen 2 3 2 3 1 poor back, Seated Row Standing Single Arm Cable Row Bent Over Alternating Dumbbell Row Reverse Grip Lat Pullown
1477, teen 2 3 2 3 1 poor calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
1478, teen 2 3 2 3 2 poor abdominals, Crunch Kneeling Ab Rollout Front Plank (from toes) Full Reverse Crunch Ab Cycle
1479, teen 2 3 2 3 2 poor triceps, V Bar Tricep Pushdown Kneeling Cable Triceps Extension Overhead Single Arm Dumbbell Tricep Extension Tricep Pushdown
1480, teen 2 3 2 3 2 poor biceps, Alternating Hammer Curl Kneeling Cable Curl Seated Alternating Hammer Curl Seated Hammer Curl
1481, teen 2 3 2 3 2 poor shoulders, Lying Dumbbell External Rotation Seated Dumbbell Rear Delt Elbow Raise Barbell Front Raise Pec Deck Real Delt Extensions
1482, teen 2 3 2 3 2 poor chest, Machine Bench Press Flat Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
1483, teen 2 3 2 3 2 poor legs, Lateral Squat Elevated Hip Lift Dumbbell Side Lunge Bent Knee Single Leg Hip Lift Dumbbell Diagonal Lunge
1484, teen 2 3 2 3 2 poor back, Standing Cable Row Reverse Grip Lat Pullown Single Arm Lat Pulldown Single Arm Cable Row
1485, teen 2 3 2 3 2 poor calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Calf Press
1486, teen 2 3 2 3 3 poor abdominals, Crunch Weighted Crunch Side Plank (from knees) Decline Sit Up Bent Knee Medicine Ball Hip Rotation
1487, teen 2 3 2 3 3 poor triceps, Overhead Dumbbell Triceps Extension Tricep Extensions Lying Tricep Extensions Tricep Pushdown
1488, teen 2 3 2 3 3 poor biceps, Alternating Dumbbell Curl Dumbbell Curl Single Arm Barbell Curl Seated Alternating Hammer Curl
1489, teen 2 3 2 3 3 poor shoulders, Front Plate Raise Dumbbell Twisting Shoulder Press Cable Lateral Raise Smith Machine Shoulder Press Bent Over Cable Rear Delt Raise
1490, teen 2 3 2 3 3 poor chest, Push Up Alternating Dumbbell Bench Press Smith Machine Bench Press Barbell Bench Press
1491, teen 2 3 2 3 3 poor legs, Step Up Single Arm Dumbbell Side Squat Single Leg Extension Barbell Walking Lunge Deadlift
1492, teen 2 3 2 3 3 poor back, Lat Pulldown Standing Single Arm Cable Row Rope Cable Row Bent Over Long Barbell Row
1493, teen 2 3 2 3 3 poor calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Barbell Calf Raise
1494, teen 2 3 3 1 1 poor abdominals, Reverse Crunch Front Plank (from toes) Side Plank (from knees) Decline Crunch Full Reverse Crunch
1495, teen 2 3 3 1 1 poor triceps, Towel Triceps Pushdown Kneeling Cable Triceps Extension Assisted Dips Overhead Single Arm Dumbbell Tricep Extension
1496, teen 2 3 3 1 1 poor biceps, Alternating Dumbbell Curl Single Arm Barbell Curl Seated Hammer Curl Seated Dumbbell Curl
1497, teen 2 3 3 1 1 poor shoulders, Cable External Rotation Seated Dumbbell Rear Delt Raise Dumbbell Front Raise Lying Dumbbell External Rotation
1498, teen 2 3 3 1 1 poor chest, Dumbbell Fly Single Arm Dumbbell Bench Press Smith Machine Bench Press Barbell Bench Press
1499, teen 2 3 3 1 1 poor legs, Step Up Lying Machine Squat Lying Leg Curl Reverse Lunge
1500, teen 2 3 3 1 1 poor back, Alternating Superman Bent Over Long Barbell Row Reverse Grip Lat Pullown Bent Over Single Arm Long Barbell Row Reverse Grip Pull Up
1501, teen 2 3 3 1 1 poor calves, Calf Raise   Standing Dumbbell Calf Raise Calf Raise   Seated Seated Calf Raise
1502, teen 2 3 3 1 2 poor abdominals, Reverse Crunch Side Plank (from knees) Weighted V Up Cable Chop Side Plank (from toes)
1503, teen 2 3 3 1 2 poor triceps, Overhead Single Dumbbell Tricep Extension Tricep Pushdown Dumbbell Kickback Machine Dips
1504, teen 2 3 3 1 2 poor biceps, Seated Alternating Hammer Curl Alternating Dumbbell Curl Single Arm Dumbbell Curl   Incline Bench Single Arm Barbell Curl
1505, teen 2 3 3 1 2 poor shoulders, Dumbbell Alternating Shoulder Press Cable Front Raise Dumbbell Shoulder Press Single Arm Cable Lateral Raise
1506, teen 2 3 3 1 2 poor chest, Wide Grip Push Up Single Arm Dumbbell Bench Press Barbell Bench Press Flat Bench Press
1507, teen 2 3 3 1 2 poor legs, Seated Leg Curl Barbell Squat Lying Machine Squat Lateral Squat
1508, teen 2 3 3 1 2 poor back, One Arm Dumbbell Row Standing Single Arm Cable Row Single Arm Cable Row Bent Over Single Arm Long Barbell Row V Bar Pull Up
1509, teen 2 3 3 1 2 poor calves, Calf Raise   Seated Calf Raise   Standing Dumbbell Calf Raise Calf Press
1510, teen 2 3 3 1 3 poor abdominals, Front Plank (from knees) Kneeling Ab Rollout Weighted Crunch Reverse Cable Chop Trunk Rotator
1511, teen 2 3 3 1 3 poor triceps, Lying Single Arm Dumbbell Triceps Extension Dumbbell Kickback Lying Single Dumbbell Triceps Extension Tricep Extensions
1512, teen 2 3 3 1 3 poor biceps, Hammer Curl Seated Dumbbell Curl Barbell Curl Seated Alternating Hammer Curl
1513, teen 2 3 3 1 3 poor shoulders, Front Plate Raise Dumbbell Shoulder Press Dumbbell Twisting Shoulder Press Bent Over Cable Rear Delt Raise Reverse Incline Dumbbell Rear Delt Raise
1514, teen 2 3 3 1 3 poor chest, Chest Press Flat Bench Press Low Cable Crossover Alternating Dumbbell Bench Press
1515, teen 2 3 3 1 3 poor legs, Lateral Step Up Leg Curl Lunge Dumbbell Step Up
1516, teen 2 3 3 1 3 poor back, Assisted Pull Up Reverse Grip Lat Pullown Single Arm Cable Row Inverted Pull Up Reverse Grip Pull Up
1517, teen 2 3 3 1 3 poor calves, Seated Calf Raise Calf Raise   Seated Dumbbell Calf Raise Calf Raise   Standing
1518, teen 2 3 3 2 1 poor abdominals, Reverse Crunch Weighted V Up Weighted Crunch Bent Knee Medicine Ball Hip Rotation Decline Crunch
1519, teen 2 3 3 2 1 poor triceps, Overhead Single Arm Dumbbell Tricep Extension Machine Dips Single Arm Towel Triceps Pushdown V Bar Tricep Pushdown
1520, teen 2 3 3 2 1 poor biceps, Kneeling Cable Curl Barbell Curl Alternating Dumbbell Curl Single Arm Dumbbell Curl   Incline Bench
1521, teen 2 3 3 2 1 poor shoulders, Lying Single Arm Dumbbell Rear Delt Raise Front Plate Raise Single Arm Dumbbell Shoulder Press Lying Dumbbell External Rotation
1522, teen 2 3 3 2 1 poor chest, Twisting Dumbbell Bench Press Alternating Dumbbell Bench Press Flat Bench Press Low Cable Crossover
1523, teen 2 3 3 2 1 poor legs, Dumbbell Lunge Single Leg Squat Dumbbell Side Lunge Barbell Lunge
1524, teen 2 3 3 2 1 poor back, Standing Cable Row Reverse Grip Lat Pullown Single Arm Cable Row Reverse Incline Dumbbell Row V Bar Pull Up
1525, teen 2 3 3 2 1 poor calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1526, teen 2 3 3 2 2 poor abdominals, Bent Knee Crunch Weighted Crunch Side Plank (from knees) Medicine Ball V Up Decline Crunch
1527, teen 2 3 3 2 2 poor triceps, Towel Triceps Pushdown Single Arm Towel Triceps Pushdown Overhead Dumbbell Triceps Extension V Bar Tricep Pushdown
1528, teen 2 3 3 2 2 poor biceps, Seated Alternating Hammer Curl Seated Dumbbell Curl Machine Curl Single Arm Barbell Curl
1529, teen 2 3 3 2 2 poor shoulders, Lying Single Arm Dumbbell Rear Delt Raise Pec Deck Real Delt Extensions Dumbbell Twisting Shoulder Press Single Arm Cable Lateral Raise
1530, teen 2 3 3 2 2 poor chest, Machine Bench Press Barbell Bench Press Smith Machine Bench Press Low Cable Crossover
1531, teen 2 3 3 2 2 poor legs, Lying Leg Curl Diagonal Lunge Lying Single Leg Curl Barbell Side Lunge
1532, teen 2 3 3 2 2 poor back, Wide Grip Lat Pulldown Bent Over Long Barbell Row Standing Single Arm Cable Row Bent Over Reverse Grip Barbell Row V Bar Pull Up
1533, teen 2 3 3 2 2 poor calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
1534, teen 2 3 3 2 3 poor abdominals, V Up Weighted V Up Kneeling Ab Rollout Full Reverse Crunch Decline Cross Sit Up
1535, teen 2 3 3 2 3 poor triceps, Overhead Dumbbell Triceps Extension Machine Dips Single Arm Towel Triceps Pushdown Tricep Extensions
1536, teen 2 3 3 2 3 poor biceps, Machine Curl Seated Alternating Curl Bicep Curl Hammer Curl
1537, teen 2 3 3 2 3 poor shoulders, Dumbbell Alternating Shoulder Press Single Arm Cable Lateral Raise Barbell Front Raise Smith Machine Shoulder Press Bent Over Cable Rear Delt Raise
1538, teen 2 3 3 2 3 poor chest, Push Up Alternating Dumbbell Bench Press Smith Machine Bench Press Single Arm Dumbbell Bench Press
1539, teen 2 3 3 2 3 poor legs, Seated Leg Curl Single Leg Hip Lift Lying Single Leg Curl Barbell Side Lunge
1540, teen 2 3 3 2 3 poor back, Bent Over Dumbbell Row Reverse Grip Lat Pullown Standing Single Arm Cable Row Bent Over Reverse Grip Barbell Row Reverse Grip Pull Up
1541, teen 2 3 3 2 3 poor calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
1542, teen 2 3 3 3 1 poor abdominals, Reverse Crunch Front Plank (from toes) Kneeling Ab Rollout Medicine Ball V Up Trunk Rotator
1543, teen 2 3 3 3 1 poor triceps, Tricep Pushdown Machine Dips Towel Triceps Pushdown Lying Single Arm Dumbbell Triceps Extension
1544, teen 2 3 3 3 1 poor biceps, Kneeling Cable Curl Machine Curl Seated Alternating Hammer Curl Alternating Hammer Curl
1545, teen 2 3 3 3 1 poor shoulders, Dumbbell Lateral Raise Single Arm Dumbbell Shoulder Press Cable External Rotation Lying Dumbbell Rear Delt Raise
1546, teen 2 3 3 3 1 poor chest, Dumbbell Fly Flat Bench Press Barbell Bench Press Low Cable Crossover
1547, teen 2 3 3 3 1 poor legs, Seated Leg Curl Barbell Reverse Lunge Smith Machine Squat Barbell Step Up Dumbbell Split Squat
1548, teen 2 3 3 3 1 poor back, Bent Over Barbell Row Single Arm Cable Row Reverse Grip Lat Pullown Bent Over Reverse Grip Barbell Row Bent Over Single Arm Long Barbell Row
1549, teen 2 3 3 3 1 poor calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
1550, teen 2 3 3 3 2 poor abdominals, Side Plank (hip lift) Front Plank (from toes) Kneeling Ab Rollout Incline Hip Thrust Lying Hip Thrust
1551, teen 2 3 3 3 2 poor triceps, Lying Single Arm Dumbbell Triceps Extension Assisted Dips Overhead Single Arm Dumbbell Tricep Extension Overhead Dumbbell Triceps Extension
1552, teen 2 3 3 3 2 poor biceps, Barbell Curl Alternating Dumbbell Curl Machine Curl Seated Alternating Curl
1553, teen 2 3 3 3 2 poor shoulders, Dumbbell Alternating Shoulder Press Arnold Dumbbell Press Pec Deck Real Delt Extensions Cable Lateral Raise
1554, teen 2 3 3 3 2 poor chest, Wide Grip Push Up Low Cable Crossover Single Arm Dumbbell Bench Press Flat Bench Press
1555, teen 2 3 3 3 2 poor legs, Lateral Step Up Walking Lunge Smith Machine Squat Barbell Hack Squat Deadlift
1556, teen 2 3 3 3 2 poor back, Assisted Pull Up Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown Reverse Incline Dumbbell Row Bent Over Single Arm Long Barbell Row
1557, teen 2 3 3 3 2 poor calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
1558, teen 2 3 3 3 3 poor abdominals, Cross Crunch Front Plank (from toes) Kneeling Ab Rollout Decline Sit Up   Twist Cable Chop
1559, teen 2 3 3 3 3 poor triceps, Lying Single Arm Dumbbell Triceps Extension Assisted Dips Overhead Dumbbell Triceps Extension Tricep Pushdown
1560, teen 2 3 3 3 3 poor biceps, Dumbbell Curl Hammer Curl Kneeling Cable Curl Seated Alternating Curl
1561, teen 2 3 3 3 3 poor shoulders, Cable External Rotation Cable Front Raise Dumbbell Shoulder Press Reverse Incline Dumbbell Rear Delt Raise Barbell Shoulder Press
1562, teen 2 3 3 3 3 poor chest, Dumbbell Bench Press Smith Machine Bench Press Alternating Dumbbell Bench Press Flat Bench Press
1563, teen 2 3 3 3 3 poor legs, Step Up Single Leg Dumbbell Squat Lying Alternating Leg Curl Lateral Barbell Step Up Single Leg Barbell Squat
1564, teen 2 3 3 3 3 poor back, Lat Pulldown Single Arm Lat Pulldown Bent Over Long Barbell Row Bent Over Reverse Grip Barbell Row Bent Over Single Arm Long Barbell Row
1565, teen 2 3 3 3 3 poor calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
1566, teen 3 1 1 1 1 poor abdominals, Crunch Side Plank (hip lift) V Up Front Plank (from knees)
1567, teen 3 1 1 1 1 poor triceps, Machine Dips Tricep Pushdown Lying Single Arm Dumbbell Triceps Extension Assisted Dips
1568, teen 3 1 1 1 1 poor biceps, Hammer Curl Alternating Dumbbell Curl Kneeling Cable Curl Dumbbell Curl
1569, teen 3 1 1 1 1 poor shoulders, Single Arm Dumbbell Shoulder Press Dumbbell Lateral Raise Cable External Rotation Lying Single Arm Dumbbell Rear Delt Raise
1570, teen 3 1 1 1 1 poor chest, Kneeling Push Up Barbell Bench Press Flat Bench Press Incline Dumbbell Fly Incline Barbell Bench Press
1571, teen 3 1 1 1 1 poor legs, Leg Press Step Up Lying Leg Curl Dumbbell Squat
1572, teen 3 1 1 1 1 poor back, Seated Cable Row Seated Row Machine Row Quadruped Alternating Superman
1573, teen 3 1 1 1 1 poor calves, Calf Press Calf Raise   Seated Seated Calf Raise Dumbbell Calf Raise
