,source,target
1232, 2 3 3 1 2 p a, en 30 en 23 en 19 en 11 en 22
1233, 2 3 3 1 2 p t, en 238 en 243 en 265 en 268
1234, 2 3 3 1 2 p b, en 65 en 82 en 94 en 95
1235, 2 3 3 1 2 p s, en 222 en 227 en 219 en 230
1236, 2 3 3 1 2 p c, en 130 en 119 en 111 en 134
1237, 2 3 3 1 2 p l, en 184 en 185 en 154 en 170
1238, 2 3 3 1 2 p bk, en 201 en 60 en 58 en 38 en 50
1239, 2 3 3 1 2 p cl, en 104 en 105 en 109 en 102
1240, 2 3 3 1 3 p a, en 4 en 17 en 23 en 15 en 3
1241, 2 3 3 1 3 p t, en 258 en 265 en 255 en 253
1242, 2 3 3 1 3 p b, en 78 en 93 en 66 en 63
1243, 2 3 3 1 3 p s, en 214 en 219 en 213 en 228 en 223
1244, 2 3 3 1 3 p c, en 147 en 145 en 112 en 133
1245, 2 3 3 1 3 p l, en 177 en 184 en 186 en 156
1246, 2 3 3 1 3 p bk, en 47 en 49 en 58 en 43 en 42
1247, 2 3 3 1 3 p cl, en 104 en 102 en 105 en 103
1248, 2 3 3 2 1 p a, en 30 en 23 en 26 en 24 en 10
1249, 2 3 3 2 1 p t, en 243 en 265 en 254 en 263
1250, 2 3 3 2 1 p b, en 94 en 96 en 99 en 95
1251, 2 3 3 2 1 p s, en 224 en 221 en 225 en 222
1252, 2 3 3 2 1 p c, en 147 en 112 en 133 en 145
1253, 2 3 3 2 1 p l, en 174 en 155 en 171 en 200
1254, 2 3 3 2 1 p bk, en 36 en 45 en 58 en 42 en 50
1255, 2 3 3 2 1 p cl, en 102 en 110 en 108 en 108
1256, 2 3 3 2 2 p a, en 30 en 19 en 17 en 5 en 24
1257, 2 3 3 2 2 p t, en 243 en 238 en 255 en 245
1258, 2 3 3 2 2 p b, en 95 en 97 en 66 en 99
1259, 2 3 3 2 2 p s, en 225 en 216 en 210 en 220
1260, 2 3 3 2 2 p c, en 130 en 133 en 134 en 145
1261, 2 3 3 2 2 p l, en 165 en 149 en 168 en 162
1262, 2 3 3 2 2 p bk, en 53 en 58 en 45 en 43 en 38
1263, 2 3 3 2 2 p cl, en 109 en 108 en 110 en 108
1264, 2 3 3 2 3 p a, en 30 en 26 en 19 en 7 en 5
1265, 2 3 3 2 3 p t, en 254 en 265 en 269 en 260
1266, 2 3 3 2 3 p b, en 63 en 64 en 94 en 96
1267, 2 3 3 2 3 p s, en 225 en 210 en 216 en 223 en 228
1268, 2 3 3 2 3 p c, en 116 en 134 en 145 en 119
1269, 2 3 3 2 3 p l, en 183 en 157 en 198 en 192
1270, 2 3 3 2 3 p bk, en 47 en 62 en 55 en 42 en 38
1271, 2 3 3 2 3 p cl, en 102 en 110 en 108 en 108
1272, 2 3 3 3 1 p a, en 30 en 35 en 26 en 11 en 5
1273, 2 3 3 3 1 p t, en 265 en 260 en 254 en 269
1274, 2 3 3 3 1 p b, en 94 en 73 en 93 en 99
1275, 2 3 3 3 1 p s, en 229 en 224 en 208 en 209
1276, 2 3 3 3 1 p c, en 136 en 111 en 119 en 145
1277, 2 3 3 3 1 p l, en 154 en 193 en 192 en 153 en 176
1278, 2 3 3 3 1 p bk, en 37 en 55 en 58 en 51 en 54
1279, 2 3 3 3 1 p cl, en 104 en 108 en 110 en 106 en 101
1280, 2 3 3 3 2 p a, en 9 en 23 en 17 en 13 en 12
1281, 2 3 3 3 2 p t, en 238 en 255 en 245 en 243
1282, 2 3 3 3 2 p b, en 82 en 93 en 96 en 78
1283, 2 3 3 3 2 p s, en 229 en 213 en 220 en 206
1284, 2 3 3 3 2 p c, en 135 en 133 en 134 en 145
1285, 2 3 3 3 2 p l, en 165 en 152 en 198 en 176 en 189
1286, 2 3 3 3 2 p bk, en 59 en 55 en 60 en 38 en 51
1287, 2 3 3 3 2 p cl, en 109 en 108 en 110 en 107 en 101
1288, 2 3 3 3 3 p a, en 28 en 19 en 26 en 12 en 22
1289, 2 3 3 3 3 p t, en 258 en 260 en 263 en 268
1290, 2 3 3 3 3 p b, en 64 en 82 en 94 en 95
1291, 2 3 3 3 3 p s, en 225 en 220 en 227 en 215 en 228
1292, 2 3 3 3 3 p c, en 136 en 145 en 119 en 112
1293, 2 3 3 3 3 p l, en 151 en 192 en 161 en 159 en 148
1294, 2 3 3 3 3 p bk, en 205 en 60 en 58 en 43 en 38
1295, 2 3 3 3 3 p cl, en 104 en 108 en 108 en 101 en 107
1296, 3 1 1 1 1 p a, en 9 en 20 en 30 en 6
1297, 3 1 1 1 1 p t, en 269 en 243 en 253 en 234
1298, 3 1 1 1 1 p b, en 65 en 94 en 82 en 96
1299, 3 1 1 1 1 p s, en 209 en 212 en 222 en 226
1300, 3 1 1 1 1 p c, en 130 en 145 en 133 en 122 en 125
1301, 3 1 1 1 1 p l, en 186 en 174 en 170 en 199
1302, 3 1 1 1 1 p bk, en 37 en 52 en 202 en 61
1303, 3 1 1 1 1 p cl, en 109 en 103 en 104 en 102
1304, 3 1 1 1 2 p a, en 28 en 16 en 25 en 33
1305, 3 1 1 1 2 p t, en 253 en 254 en 234 en 252
1306, 3 1 1 1 2 p b, en 73 en 94 en 64 en 78
1307, 3 1 1 1 2 p s, en 226 en 211 en 219 en 220
1308, 3 1 1 1 2 p c, en 130 en 119 en 133 en 122 en 124
1309, 3 1 1 1 2 p l, en 184 en 151 en 156 en 177
1310, 3 1 1 1 2 p bk, en 205 en 202 en 46 en 48
1311, 3 1 1 1 2 p cl, en 104 en 105 en 102 en 109
1312, 3 1 1 1 3 p a, en 27 en 20 en 16 en 30
1313, 3 1 1 1 3 p t, en 253 en 238 en 252 en 269
1314, 3 1 1 1 3 p b, en 64 en 65 en 73 en 82
1315, 3 1 1 1 3 p s, en 225 en 211 en 220 en 217 en 215
1316, 3 1 1 1 3 p c, en 135 en 111 en 112 en 139 en 141
1317, 3 1 1 1 3 p l, en 184 en 181 en 156 en 180
1318, 3 1 1 1 3 p bk, en 36 en 202 en 40 en 52
1319, 3 1 1 1 3 p cl, en 105 en 109 en 103 en 104
1320, 3 1 1 2 1 p a, en 30 en 9 en 25 en 6
1321, 3 1 1 2 1 p t, en 252 en 238 en 243 en 245
1322, 3 1 1 2 1 p b, en 93 en 64 en 78 en 71
1323, 3 1 1 2 1 p s, en 212 en 229 en 209 en 225
1324, 3 1 1 2 1 p c, en 128 en 119 en 111 en 138 en 114
1325, 3 1 1 2 1 p l, en 186 en 162 en 155 en 197
1326, 3 1 1 2 1 p bk, en 203 en 59 en 56 en 53
1327, 3 1 1 2 1 p cl, en 103 en 108 en 110 en 108
1328, 3 1 1 2 2 p a, en 34 en 33 en 25 en 16
1329, 3 1 1 2 2 p t, en 269 en 254 en 252 en 263
1330, 3 1 1 2 2 p b, en 99 en 94 en 96 en 66
1331, 3 1 1 2 2 p s, en 224 en 210 en 227 en 206
1332, 3 1 1 2 2 p c, en 132 en 112 en 111 en 123 en 118
1333, 3 1 1 2 2 p l, en 182 en 194 en 157 en 163
1334, 3 1 1 2 2 p bk, en 46 en 61 en 57 en 59
1335, 3 1 1 2 2 p cl, en 103 en 110 en 108 en 108
1336, 3 1 1 2 3 p a, en 30 en 34 en 6 en 25
1337, 3 1 1 2 3 p t, en 263 en 268 en 265 en 268
1338, 3 1 1 2 3 p b, en 64 en 63 en 96 en 93
1339, 3 1 1 2 3 p s, en 209 en 211 en 218 en 228 en 217
1340, 3 1 1 2 3 p c, en 116 en 112 en 111 en 142 en 139
1341, 3 1 1 2 3 p l, en 186 en 163 en 200 en 188
1342, 3 1 1 2 3 p bk, en 202 en 59 en 61 en 201
1343, 3 1 1 2 3 p cl, en 104 en 110 en 108 en 108
1344, 3 1 1 3 1 p a, en 9 en 30 en 30 en 6
1345, 3 1 1 3 1 p t, en 260 en 253 en 263 en 238
1346, 3 1 1 3 1 p b, en 63 en 82 en 65 en 97
1347, 3 1 1 3 1 p s, en 231 en 209 en 224 en 221
1348, 3 1 1 3 1 p c, en 146 en 111 en 134 en 120 en 118
1349, 3 1 1 3 1 p l, en 151 en 157 en 194 en 173 en 148
1350, 3 1 1 3 1 p bk, en 48 en 39 en 202 en 46
1351, 3 1 1 3 1 p cl, en 105 en 108 en 110 en 101 en 107
1352, 3 1 1 3 2 p a, en 33 en 20 en 30 en 6
1353, 3 1 1 3 2 p t, en 254 en 266 en 238 en 258
1354, 3 1 1 3 2 p b, en 78 en 65 en 82 en 99
1355, 3 1 1 3 2 p s, en 222 en 227 en 213 en 206
1356, 3 1 1 3 2 p c, en 116 en 119 en 145 en 126 en 122
1357, 3 1 1 3 2 p l, en 170 en 200 en 178 en 160 en 148
1358, 3 1 1 3 2 p bk, en 61 en 52 en 40 en 48
1359, 3 1 1 3 2 p cl, en 105 en 108 en 110 en 101 en 106
1360, 3 1 1 3 3 p a, en 27 en 9 en 6 en 20
1361, 3 1 1 3 3 p t, en 269 en 255 en 253 en 268
1362, 3 1 1 3 3 p b, en 96 en 82 en 66 en 93
1363, 3 1 1 3 3 p s, en 212 en 216 en 227 en 215 en 207
1364, 3 1 1 3 3 p c, en 113 en 133 en 112 en 122 en 131
1365, 3 1 1 3 3 p l, en 199 en 188 en 192 en 164 en 166
1366, 3 1 1 3 3 p bk, en 61 en 201 en 44 en 52
1367, 3 1 1 3 3 p cl, en 102 en 110 en 108 en 107 en 101
1368, 3 1 2 1 1 p a, en 25 en 20 en 33 en 4
1369, 3 1 2 1 1 p t, en 253 en 266 en 234 en 254
1370, 3 1 2 1 1 p b, en 78 en 93 en 64 en 63
1371, 3 1 2 1 1 p s, en 221 en 222 en 212 en 209
1372, 3 1 2 1 1 p c, en 135 en 111 en 133 en 118 en 123
1373, 3 1 2 1 1 p l, en 170 en 154 en 183 en 180
1374, 3 1 2 1 1 p bk, en 201 en 49 en 45 en 62
1375, 3 1 2 1 1 p cl, en 105 en 102 en 109 en 104
1376, 3 1 2 1 2 p a, en 30 en 16 en 33 en 28
1377, 3 1 2 1 2 p t, en 255 en 245 en 265 en 260
1378, 3 1 2 1 2 p b, en 63 en 66 en 78 en 71
1379, 3 1 2 1 2 p s, en 221 en 219 en 206 en 220
1380, 3 1 2 1 2 p c, en 130 en 134 en 119 en 114 en 124
1381, 3 1 2 1 2 p l, en 175 en 154 en 180 en 151
1382, 3 1 2 1 2 p bk, en 48 en 55 en 62 en 49
1383, 3 1 2 1 2 p cl, en 104 en 102 en 105 en 102
1384, 3 1 2 1 3 p a, en 30 en 16 en 34 en 6
1385, 3 1 2 1 3 p t, en 260 en 268 en 234 en 253
1386, 3 1 2 1 3 p b, en 64 en 96 en 71 en 63
1387, 3 1 2 1 3 p s, en 222 en 210 en 206 en 228 en 217
1388, 3 1 2 1 3 p c, en 146 en 134 en 112 en 122 en 118
1389, 3 1 2 1 3 p l, en 158 en 170 en 177 en 184
1390, 3 1 2 1 3 p bk, en 202 en 49 en 41 en 45
1391, 3 1 2 1 3 p cl, en 104 en 109 en 103 en 102
1392, 3 1 2 2 1 p a, en 25 en 6 en 9 en 16
1393, 3 1 2 2 1 p t, en 269 en 263 en 238 en 254
1394, 3 1 2 2 1 p b, en 64 en 99 en 63 en 96
1395, 3 1 2 2 1 p s, en 224 en 214 en 229 en 225
1396, 3 1 2 2 1 p c, en 140 en 119 en 134 en 126 en 127
1397, 3 1 2 2 1 p l, en 196 en 162 en 152 en 157
1398, 3 1 2 2 1 p bk, en 57 en 41 en 55 en 60
1399, 3 1 2 2 1 p cl, en 103 en 108 en 110 en 108
1400, 3 1 2 2 2 p a, en 30 en 25 en 20 en 30
1401, 3 1 2 2 2 p t, en 268 en 245 en 260 en 269
1402, 3 1 2 2 2 p b, en 97 en 65 en 95 en 66
1403, 3 1 2 2 2 p s, en 221 en 218 en 216 en 227
1404, 3 1 2 2 2 p c, en 135 en 119 en 134 en 121 en 127
1405, 3 1 2 2 2 p l, en 180 en 149 en 172 en 192
1406, 3 1 2 2 2 p bk, en 203 en 41 en 55 en 45
1407, 3 1 2 2 2 p cl, en 109 en 108 en 110 en 108
1408, 3 1 2 2 3 p a, en 25 en 20 en 27 en 4
1409, 3 1 2 2 3 p t, en 258 en 268 en 234 en 268
1410, 3 1 2 2 3 p b, en 63 en 96 en 66 en 71
1411, 3 1 2 2 3 p s, en 208 en 227 en 216 en 207 en 215
1412, 3 1 2 2 3 p c, en 128 en 119 en 112 en 125 en 115
1413, 3 1 2 2 3 p l, en 170 en 163 en 172 en 192
1414, 3 1 2 2 3 p bk, en 203 en 60 en 58 en 49
1415, 3 1 2 2 3 p cl, en 103 en 108 en 110 en 108
1416, 3 1 2 3 1 p a, en 33 en 9 en 25 en 34
1417, 3 1 2 3 1 p t, en 254 en 265 en 269 en 253
1418, 3 1 2 3 1 p b, en 95 en 64 en 82 en 78
1419, 3 1 2 3 1 p s, en 225 en 231 en 209 en 226
1420, 3 1 2 3 1 p c, en 129 en 111 en 119 en 115 en 131
1421, 3 1 2 3 1 p l, en 175 en 198 en 152 en 148 en 176
1422, 3 1 2 3 1 p bk, en 47 en 62 en 60 en 45
1423, 3 1 2 3 1 p cl, en 103 en 108 en 110 en 101 en 107
1424, 3 1 2 3 2 p a, en 4 en 34 en 20 en 30
1425, 3 1 2 3 2 p t, en 243 en 266 en 255 en 268
1426, 3 1 2 3 2 p b, en 96 en 94 en 95 en 66
1427, 3 1 2 3 2 p s, en 224 en 216 en 219 en 206
1428, 3 1 2 3 2 p c, en 146 en 112 en 133 en 118 en 122
1429, 3 1 2 3 2 p l, en 184 en 200 en 155 en 169 en 176
1430, 3 1 2 3 2 p bk, en 39 en 62 en 41 en 60
1431, 3 1 2 3 2 p cl, en 109 en 108 en 110 en 106 en 107
1432, 3 1 2 3 3 p a, en 27 en 30 en 9 en 6
1433, 3 1 2 3 3 p t, en 245 en 268 en 238 en 255
1434, 3 1 2 3 3 p b, en 78 en 82 en 63 en 94
1435, 3 1 2 3 3 p s, en 222 en 218 en 220 en 228 en 207
1436, 3 1 2 3 3 p c, en 132 en 112 en 111 en 124 en 143
1437, 3 1 2 3 3 p l, en 156 en 163 en 172 en 160 en 187
1438, 3 1 2 3 3 p bk, en 44 en 45 en 55 en 41
1439, 3 1 2 3 3 p cl, en 102 en 110 en 108 en 106 en 107
1440, 3 1 3 1 1 p a, en 16 en 27 en 20 en 30
1441, 3 1 3 1 1 p t, en 254 en 258 en 268 en 245
1442, 3 1 3 1 1 p b, en 99 en 95 en 78 en 64
1443, 3 1 3 1 1 p s, en 229 en 221 en 222 en 209
1444, 3 1 3 1 1 p c, en 128 en 119 en 134 en 142 en 124
1445, 3 1 3 1 1 p l, en 182 en 154 en 170 en 165
1446, 3 1 3 1 1 p bk, en 202 en 45 en 55 en 38 en 43
1447, 3 1 3 1 1 p cl, en 102 en 109 en 104 en 105
1448, 3 1 3 1 2 p a, en 28 en 27 en 30 en 6
1449, 3 1 3 1 2 p t, en 238 en 254 en 245 en 234
1450, 3 1 3 1 2 p b, en 65 en 71 en 63 en 94
1451, 3 1 3 1 2 p s, en 226 en 220 en 219 en 230
1452, 3 1 3 1 2 p c, en 129 en 134 en 133 en 126 en 122
1453, 3 1 3 1 2 p l, en 154 en 158 en 151 en 186
1454, 3 1 3 1 2 p bk, en 40 en 58 en 62 en 54 en 38
1455, 3 1 3 1 2 p cl, en 103 en 105 en 102 en 104
1456, 3 1 3 1 3 p a, en 9 en 16 en 34 en 30
1457, 3 1 3 1 3 p t, en 266 en 255 en 254 en 265
1458, 3 1 3 1 3 p b, en 94 en 63 en 65 en 99
1459, 3 1 3 1 3 p s, en 214 en 218 en 210 en 228 en 207
1460, 3 1 3 1 3 p c, en 140 en 119 en 134 en 122 en 142
1461, 3 1 3 1 3 p l, en 156 en 154 en 181 en 180
1462, 3 1 3 1 3 p bk, en 40 en 45 en 55 en 43 en 51
1463, 3 1 3 1 3 p cl, en 104 en 102 en 103 en 109
1464, 3 1 3 2 1 p a, en 16 en 20 en 4 en 30
1465, 3 1 3 2 1 p t, en 252 en 263 en 258 en 266
1466, 3 1 3 2 1 p b, en 78 en 93 en 95 en 63
1467, 3 1 3 2 1 p s, en 222 en 224 en 226 en 208
1468, 3 1 3 2 1 p c, en 130 en 112 en 111 en 143 en 124
1469, 3 1 3 2 1 p l, en 182 en 200 en 155 en 178
1470, 3 1 3 2 1 p bk, en 59 en 60 en 55 en 43 en 38
1471, 3 1 3 2 1 p cl, en 105 en 110 en 108 en 108
1472, 3 1 3 2 2 p a, en 28 en 33 en 16 en 20
1473, 3 1 3 2 2 p t, en 255 en 266 en 252 en 253
1474, 3 1 3 2 2 p b, en 73 en 97 en 65 en 78
1475, 3 1 3 2 2 p s, en 229 en 213 en 220 en 210
1476, 3 1 3 2 2 p c, en 140 en 112 en 111 en 144 en 118
1477, 3 1 3 2 2 p l, en 186 en 194 en 200 en 168
1478, 3 1 3 2 2 p bk, en 57 en 60 en 41 en 50 en 38
1479, 3 1 3 2 2 p cl, en 103 en 110 en 108 en 108
1480, 3 1 3 2 3 p a, en 27 en 33 en 20 en 34
1481, 3 1 3 2 3 p t, en 268 en 265 en 255 en 266
1482, 3 1 3 2 3 p b, en 66 en 65 en 64 en 73
1483, 3 1 3 2 3 p s, en 231 en 211 en 216 en 217 en 223
1484, 3 1 3 2 3 p c, en 146 en 145 en 133 en 122 en 139
1485, 3 1 3 2 3 p l, en 154 en 161 en 194 en 149
1486, 3 1 3 2 3 p bk, en 59 en 60 en 55 en 43 en 54
1487, 3 1 3 2 3 p cl, en 109 en 108 en 110 en 108
1488, 3 1 3 3 1 p a, en 30 en 9 en 34 en 4
1489, 3 1 3 3 1 p t, en 260 en 263 en 254 en 255
1490, 3 1 3 3 1 p b, en 63 en 99 en 71 en 94
1491, 3 1 3 3 1 p s, en 229 en 214 en 226 en 212
1492, 3 1 3 3 1 p c, en 130 en 145 en 119 en 142 en 126
1493, 3 1 3 3 1 p l, en 199 en 161 en 200 en 191 en 179
1494, 3 1 3 3 1 p bk, en 37 en 60 en 49 en 54 en 42
1495, 3 1 3 3 1 p cl, en 109 en 108 en 110 en 107 en 106
1496, 3 1 3 3 2 p a, en 9 en 28 en 16 en 4
1497, 3 1 3 3 2 p t, en 234 en 268 en 263 en 258
1498, 3 1 3 3 2 p b, en 66 en 93 en 94 en 65
1499, 3 1 3 3 2 p s, en 214 en 230 en 220 en 210
1500, 3 1 3 3 2 p c, en 117 en 112 en 134 en 137 en 126
1501, 3 1 3 3 2 p l, en 181 en 193 en 200 en 150 en 195
1502, 3 1 3 3 2 p bk, en 201 en 41 en 55 en 50 en 51
1503, 3 1 3 3 2 p cl, en 104 en 108 en 110 en 107 en 106
1504, 3 1 3 3 3 p a, en 16 en 25 en 34 en 20
1505, 3 1 3 3 3 p t, en 254 en 265 en 266 en 260
1506, 3 1 3 3 3 p b, en 65 en 63 en 78 en 97
1507, 3 1 3 3 3 p s, en 222 en 210 en 230 en 215 en 223
1508, 3 1 3 3 3 p c, en 116 en 134 en 133 en 123 en 120
1509, 3 1 3 3 3 p l, en 154 en 161 en 149 en 187 en 189
1510, 3 1 3 3 3 p bk, en 56 en 49 en 62 en 54 en 51
1511, 3 1 3 3 3 p cl, en 103 en 108 en 110 en 107 en 101
1512, 3 2 1 1 1 p a, en 27 en 35 en 23 en 17
1513, 3 2 1 1 1 p t, en 253 en 245 en 265 en 243
1514, 3 2 1 1 1 p b, en 78 en 99 en 82 en 63
1515, 3 2 1 1 1 p s, en 225 en 214 en 222 en 208
1516, 3 2 1 1 1 p c, en 130 en 111 en 133 en 131 en 126
1517, 3 2 1 1 1 p l, en 177 en 151 en 170 en 156
1518, 3 2 1 1 1 p bk, en 40 en 59 en 201 en 203
1519, 3 2 1 1 1 p cl, en 103 en 102 en 105 en 109
1520, 3 2 1 1 2 p a, en 30 en 19 en 23 en 26
1521, 3 2 1 1 2 p t, en 260 en 269 en 258 en 263
1522, 3 2 1 1 2 p b, en 93 en 78 en 82 en 63
1523, 3 2 1 1 2 p s, en 222 en 219 en 218 en 210
1524, 3 2 1 1 2 p c, en 116 en 112 en 145 en 126 en 114
1525, 3 2 1 1 2 p l, en 170 en 181 en 180 en 177
1526, 3 2 1 1 2 p bk, en 57 en 47 en 202 en 36
1527, 3 2 1 1 2 p cl, en 109 en 102 en 103 en 104
1528, 3 2 1 1 3 p a, en 30 en 23 en 19 en 17
1529, 3 2 1 1 3 p t, en 269 en 234 en 255 en 258
1530, 3 2 1 1 3 p b, en 82 en 73 en 96 en 94
1531, 3 2 1 1 3 p s, en 209 en 230 en 219 en 217 en 228
1532, 3 2 1 1 3 p c, en 136 en 134 en 119 en 118 en 127
1533, 3 2 1 1 3 p l, en 158 en 184 en 175 en 199
1534, 3 2 1 1 3 p bk, en 47 en 36 en 202 en 53
1535, 3 2 1 1 3 p cl, en 105 en 104 en 102 en 103
1536, 3 2 1 2 1 p a, en 9 en 26 en 17 en 23
1537, 3 2 1 2 1 p t, en 252 en 253 en 260 en 234
1538, 3 2 1 2 1 p b, en 99 en 66 en 78 en 95
1539, 3 2 1 2 1 p s, en 222 en 209 en 214 en 226
1540, 3 2 1 2 1 p c, en 128 en 119 en 134 en 139 en 143
1541, 3 2 1 2 1 p l, en 174 en 163 en 200 en 149
1542, 3 2 1 2 1 p bk, en 46 en 47 en 52 en 53
1543, 3 2 1 2 1 p cl, en 102 en 110 en 108 en 108
1544, 3 2 1 2 2 p a, en 27 en 35 en 17 en 19
1545, 3 2 1 2 2 p t, en 260 en 243 en 268 en 254
1546, 3 2 1 2 2 p b, en 94 en 82 en 93 en 71
1547, 3 2 1 2 2 p s, en 231 en 230 en 227 en 218
1548, 3 2 1 2 2 p c, en 147 en 134 en 133 en 125 en 120
1549, 3 2 1 2 2 p l, en 184 en 168 en 194 en 198
1550, 3 2 1 2 2 p bk, en 204 en 48 en 47 en 201
1551, 3 2 1 2 2 p cl, en 104 en 110 en 108 en 108
1552, 3 2 1 2 3 p a, en 20 en 23 en 19 en 17
1553, 3 2 1 2 3 p t, en 268 en 265 en 238 en 253
1554, 3 2 1 2 3 p b, en 64 en 99 en 78 en 73
1555, 3 2 1 2 3 p s, en 208 en 211 en 220 en 223 en 228
1556, 3 2 1 2 3 p c, en 130 en 145 en 133 en 125 en 142
1557, 3 2 1 2 3 p l, en 154 en 198 en 162 en 194
1558, 3 2 1 2 3 p bk, en 201 en 36 en 46 en 203
1559, 3 2 1 2 3 p cl, en 104 en 110 en 108 en 108
1560, 3 2 1 3 1 p a, en 6 en 17 en 26 en 35
1561, 3 2 1 3 1 p t, en 258 en 234 en 238 en 266
1562, 3 2 1 3 1 p b, en 99 en 93 en 96 en 65
1563, 3 2 1 3 1 p s, en 221 en 229 en 209 en 225
1564, 3 2 1 3 1 p c, en 146 en 119 en 133 en 144 en 131
1565, 3 2 1 3 1 p l, en 182 en 197 en 188 en 195 en 191
1566, 3 2 1 3 1 p bk, en 37 en 52 en 59 en 48
1567, 3 2 1 3 1 p cl, en 103 en 108 en 108 en 106 en 107
1568, 3 2 1 3 2 p a, en 25 en 26 en 17 en 23
1569, 3 2 1 3 2 p t, en 265 en 258 en 269 en 234
1570, 3 2 1 3 2 p b, en 82 en 64 en 97 en 94
1571, 3 2 1 3 2 p s, en 214 en 219 en 206 en 220
1572, 3 2 1 3 2 p c, en 132 en 119 en 112 en 144 en 138
1573, 3 2 1 3 2 p l, en 199 en 188 en 172 en 189 en 169
1574, 3 2 1 3 2 p bk, en 44 en 204 en 46 en 39
1575, 3 2 1 3 2 p cl, en 102 en 108 en 110 en 107 en 101
1576, 3 2 1 3 3 p a, en 28 en 23 en 35 en 19
1577, 3 2 1 3 3 p t, en 265 en 268 en 254 en 255
1578, 3 2 1 3 3 p b, en 99 en 64 en 95 en 82
1579, 3 2 1 3 3 p s, en 208 en 219 en 220 en 223 en 228
1580, 3 2 1 3 3 p c, en 132 en 112 en 145 en 131 en 143
1581, 3 2 1 3 3 p l, en 170 en 163 en 171 en 190 en 164
1582, 3 2 1 3 3 p bk, en 61 en 44 en 52 en 204
1583, 3 2 1 3 3 p cl, en 103 en 108 en 110 en 106 en 107
1584, 3 2 2 1 1 p a, en 27 en 35 en 19 en 26
1585, 3 2 2 1 1 p t, en 243 en 253 en 260 en 266
1586, 3 2 2 1 1 p b, en 97 en 96 en 73 en 94
1587, 3 2 2 1 1 p s, en 222 en 229 en 225 en 209
1588, 3 2 2 1 1 p c, en 140 en 119 en 145 en 127 en 118
1589, 3 2 2 1 1 p l, en 154 en 151 en 158 en 165
1590, 3 2 2 1 1 p bk, en 52 en 41 en 45 en 62
1591, 3 2 2 1 1 p cl, en 104 en 105 en 109 en 102
1592, 3 2 2 1 2 p a, en 16 en 19 en 26 en 23
1593, 3 2 2 1 2 p t, en 265 en 255 en 238 en 253
1594, 3 2 2 1 2 p b, en 93 en 71 en 73 en 94
1595, 3 2 2 1 2 p s, en 224 en 213 en 219 en 206
1596, 3 2 2 1 2 p c, en 128 en 134 en 111 en 127 en 139
1597, 3 2 2 1 2 p l, en 184 en 181 en 183 en 196
1598, 3 2 2 1 2 p bk, en 37 en 55 en 58 en 49
1599, 3 2 2 1 2 p cl, en 104 en 102 en 103 en 102
1600, 3 2 2 1 3 p a, en 6 en 19 en 17 en 35
1601, 3 2 2 1 3 p t, en 252 en 260 en 269 en 268
1602, 3 2 2 1 3 p b, en 96 en 73 en 99 en 95
1603, 3 2 2 1 3 p s, en 221 en 227 en 210 en 207 en 223
1604, 3 2 2 1 3 p c, en 116 en 145 en 112 en 141 en 122
1605, 3 2 2 1 3 p l, en 154 en 186 en 170 en 181
1606, 3 2 2 1 3 p bk, en 202 en 49 en 45 en 62
1607, 3 2 2 1 3 p cl, en 103 en 109 en 104 en 105
1608, 3 2 2 2 1 p a, en 27 en 35 en 19 en 26
1609, 3 2 2 2 1 p t, en 266 en 260 en 245 en 243
1610, 3 2 2 2 1 p b, en 71 en 96 en 64 en 95
1611, 3 2 2 2 1 p s, en 214 en 208 en 224 en 212
1612, 3 2 2 2 1 p c, en 140 en 133 en 145 en 139 en 142
1613, 3 2 2 2 1 p l, en 175 en 178 en 194 en 152
1614, 3 2 2 2 1 p bk, en 47 en 60 en 45 en 58
1615, 3 2 2 2 1 p cl, en 104 en 110 en 108 en 108
1616, 3 2 2 2 2 p a, en 16 en 35 en 26 en 17
1617, 3 2 2 2 2 p t, en 243 en 254 en 252 en 266
1618, 3 2 2 2 2 p b, en 95 en 66 en 63 en 73
1619, 3 2 2 2 2 p s, en 231 en 218 en 220 en 219
1620, 3 2 2 2 2 p c, en 117 en 134 en 119 en 144 en 126
1621, 3 2 2 2 2 p l, en 154 en 149 en 192 en 194
1622, 3 2 2 2 2 p bk, en 57 en 58 en 55 en 49
1623, 3 2 2 2 2 p cl, en 109 en 110 en 108 en 108
1624, 3 2 2 2 3 p a, en 33 en 23 en 17 en 26
1625, 3 2 2 2 3 p t, en 268 en 238 en 254 en 268
1626, 3 2 2 2 3 p b, en 73 en 71 en 99 en 66
1627, 3 2 2 2 3 p s, en 214 en 213 en 220 en 215 en 217
1628, 3 2 2 2 3 p c, en 130 en 133 en 134 en 120 en 131
1629, 3 2 2 2 3 p l, en 182 en 157 en 149 en 171
1630, 3 2 2 2 3 p bk, en 53 en 45 en 60 en 55
1631, 3 2 2 2 3 p cl, en 103 en 108 en 110 en 108
1632, 3 2 2 3 1 p a, en 28 en 19 en 35 en 17
1633, 3 2 2 3 1 p t, en 258 en 265 en 268 en 238
1634, 3 2 2 3 1 p b, en 78 en 63 en 95 en 65
1635, 3 2 2 3 1 p s, en 225 en 231 en 208 en 222
1636, 3 2 2 3 1 p c, en 135 en 133 en 119 en 125 en 114
1637, 3 2 2 3 1 p l, en 156 en 161 en 197 en 189 en 187
