,source,target
479, te 2 3 g cl, en 102  en 110  en 108  en 106  en 107 
480, te 3 1 g a, en 30  en 28  en 27  en 9 
481, te 3 1 g t, en 255  en 264  en 250  en 232  en 244 
482, te 3 1 g b, en 64  en 72  en 92  en 88  en 81 
483, te 3 1 g s, en 224  en 211  en 213  en 217  en 228 
484, te 3 1 g c, en 117  en 111  en 133  en 139  en 123 
485, te 3 1 g l, en 183  en 172  en 192  en 159  en 176 
486, te 3 1 g bk, en 40  en 49  en 62  en 51  en 50 
487, te 3 1 g cl, en 109  en 110  en 108  en 106  en 107 
488, te 3 2 g a, en 27  en 19  en 26  en 17 
489, te 3 2 g t, en 268  en 250  en 257  en 251  en 232 
490, te 3 2 g b, en 82  en 92  en 69  en 67  en 91 
491, te 3 2 g s, en 208  en 230  en 206  en 228  en 207 
492, te 3 2 g c, en 113  en 133  en 145  en 127  en 114 
493, te 3 2 g l, en 180  en 162  en 178  en 164  en 190 
494, te 3 2 g bk, en 40  en 55  en 41  en 51  en 54 
495, te 3 2 g cl, en 103  en 108  en 110  en 101  en 106 
496, te 3 3 g a, en 9  en 35  en 17  en 0  en 13 
497, te 3 3 g t, en 243  en 235  en 250  en 232  en 256 
498, te 3 3 g b, en 71  en 72  en 79  en 74  en 84 
499, te 3 3 g s, en 209  en 227  en 210  en 217  en 207 
500, te 3 3 g c, en 117  en 145  en 134  en 120  en 121 
501, te 3 3 g l, en 181  en 155  en 171  en 195  en 166 
502, te 3 3 g bk, en 202  en 55  en 62  en 54  en 43 
503, te 3 3 g cl, en 102  en 108  en 110  en 107  en 106 
504, ad 1 1 g a, en 9  en 16  en 34  en 27 
505, ad 1 1 g t, en 238  en 257  en 237  en 256  en 232 
506, ad 1 1 g b, en 94  en 68  en 72  en 74  en 83 
507, ad 1 1 g s, en 221  en 230  en 219  en 228  en 217 
508, ad 1 1 g c, en 135  en 113  en 130  en 132 
509, ad 1 1 g l, en 196  en 194  en 198  en 187  en 176 
510, ad 1 1 g bk, en 57  en 45  en 62  en 50  en 38 
511, ad 1 1 g cl, en 105  en 108  en 110  en 106  en 101 
512, ad 1 2 g a, en 25  en 26  en 17  en 23 
513, ad 1 2 g t, en 255  en 235  en 233  en 232  en 240 
514, ad 1 2 g b, en 96  en 90  en 98  en 67  en 81 
515, ad 1 2 g s, en 214  en 210  en 206  en 223  en 217 
516, ad 1 2 g c, en 140  en 128  en 136  en 129 
517, ad 1 2 g l, en 158  en 200  en 168  en 179  en 153 
518, ad 1 2 g bk, en 39  en 60  en 49  en 42  en 50 
519, ad 1 2 g cl, en 103  en 110  en 108  en 106  en 107 
520, ad 1 3 g a, en 4  en 19  en 26  en 5  en 15 
521, ad 1 3 g t, en 258  en 233  en 264  en 251  en 242 
522, ad 1 3 g b, en 99  en 98  en 80  en 67  en 74 
523, ad 1 3 g s, en 224  en 210  en 220  en 217  en 228 
524, ad 1 3 g c, en 130  en 135  en 136  en 147 
525, ad 1 3 g l, en 158  en 198  en 193  en 187  en 176 
526, ad 1 3 g bk, en 57  en 55  en 49  en 50  en 43 
527, ad 1 3 g cl, en 105  en 108  en 110  en 106  en 107 
528, ad 2 1 g a, en 16  en 20  en 28  en 30 
529, ad 2 1 g t, en 268  en 262  en 249  en 244  en 242 
530, ad 2 1 g b, en 66  en 69  en 92  en 70  en 84 
531, ad 2 1 g s, en 229  en 220  en 206  en 207  en 217 
532, ad 2 1 g c, en 130  en 112  en 133  en 119 
533, ad 2 1 g l, en 184  en 157  en 198  en 164  en 159 
534, ad 2 1 g bk, en 56  en 60  en 58  en 50  en 42 
535, ad 2 1 g cl, en 109  en 108  en 110  en 101  en 106 
536, ad 2 2 g a, en 20  en 19  en 17  en 35 
537, ad 2 2 g t, en 238  en 233  en 264  en 239  en 256 
538, ad 2 2 g b, en 64  en 68  en 79  en 100  en 81 
539, ad 2 2 g s, en 231  en 213  en 230  en 228  en 207 
540, ad 2 2 g c, en 130  en 112  en 119  en 134 
541, ad 2 2 g l, en 177  en 178  en 188  en 166  en 176 
542, ad 2 2 g bk, en 57  en 62  en 60  en 42  en 54 
543, ad 2 2 g cl, en 105  en 108  en 110  en 106  en 101 
544, ad 2 3 g a, en 16  en 23  en 17  en 32  en 10 
545, ad 2 3 g t, en 268  en 250  en 236  en 256  en 261 
546, ad 2 3 g b, en 73  en 89  en 80  en 77  en 91 
547, ad 2 3 g s, en 221  en 216  en 219  en 207  en 228 
548, ad 2 3 g c, en 132  en 134  en 133  en 119 
549, ad 2 3 g l, en 181  en 152  en 198  en 176  en 191 
550, ad 2 3 g bk, en 61  en 41  en 55  en 42  en 51 
551, ad 2 3 g cl, en 102  en 110  en 108  en 106  en 107 
552, ad 3 1 g a, en 34  en 33  en 27  en 25 
553, ad 3 1 g t, en 253  en 235  en 264  en 251  en 256 
554, ad 3 1 g b, en 97  en 72  en 90  en 77  en 85 
555, ad 3 1 g s, en 212  en 216  en 206  en 217  en 215 
556, ad 3 1 g c, en 116  en 119  en 134  en 126  en 141 
557, ad 3 1 g l, en 170  en 198  en 188  en 195  en 150 
558, ad 3 1 g bk, en 204  en 49  en 62  en 50  en 42 
559, ad 3 1 g cl, en 103  en 108  en 110  en 101  en 107 
560, ad 3 2 g a, en 20  en 19  en 23  en 35 
561, ad 3 2 g t, en 265  en 237  en 257  en 251  en 242 
562, ad 3 2 g b, en 95  en 89  en 87  en 74  en 100 
563, ad 3 2 g s, en 224  en 227  en 216  en 217  en 228 
564, ad 3 2 g c, en 117  en 133  en 145  en 124  en 139 
565, ad 3 2 g l, en 184  en 192  en 197  en 191  en 148 
566, ad 3 2 g bk, en 39  en 49  en 45  en 51  en 50 
567, ad 3 2 g cl, en 103  en 108  en 110  en 106  en 107 
568, ad 3 3 g a, en 30  en 35  en 17  en 24  en 18 
569, ad 3 3 g t, en 268  en 262  en 236  en 240  en 251 
570, ad 3 3 g b, en 71  en 72  en 90  en 88  en 85 
571, ad 3 3 g s, en 212  en 213  en 230  en 207  en 215 
572, ad 3 3 g c, en 146  en 112  en 134  en 137  en 143 
573, ad 3 3 g l, en 180  en 198  en 193  en 153  en 187 
574, ad 3 3 g bk, en 203  en 58  en 62  en 50  en 54 
575, ad 3 3 g cl, en 109  en 108  en 110  en 101  en 106 
576, o 1 1 g a, en 4  en 34  en 20  en 28 
577, o 1 1 g t, en 252  en 237  en 247  en 261  en 241 
578, o 1 1 g b, en 94  en 90  en 98  en 67  en 85 
579, o 1 1 g s, en 208  en 218  en 227  en 228  en 223 
580, o 1 1 g c, en 129  en 136  en 146  en 113 
581, o 1 1 g l, en 170  en 200  en 193  en 179  en 167 
582, o 1 1 g bk, en 48  en 41  en 45  en 43  en 51 
583, o 1 1 g cl, en 105  en 108  en 110  en 106  en 107 
584, o 1 2 g a, en 33  en 19  en 35  en 23 
585, o 1 2 g t, en 254  en 236  en 249  en 240  en 256 
586, o 1 2 g b, en 64  en 72  en 87  en 67  en 81 
587, o 1 2 g s, en 214  en 213  en 220  en 207  en 217 
588, o 1 2 g c, en 147  en 140  en 116  en 136 
589, o 1 2 g l, en 156  en 157  en 188  en 187  en 169 
590, o 1 2 g bk, en 39  en 58  en 60  en 54  en 51 
591, o 1 2 g cl, en 109  en 110  en 108  en 101  en 107 
592, o 1 3 g a, en 25  en 26  en 19  en 13  en 18 
593, o 1 3 g t, en 243  en 235  en 236  en 241  en 244 
594, o 1 3 g b, en 66  en 98  en 87  en 76  en 85 
595, o 1 3 g s, en 226  en 227  en 216  en 223  en 228 
596, o 1 3 g c, en 147  en 132  en 140  en 135 
597, o 1 3 g l, en 185  en 178  en 168  en 169  en 166 
598, o 1 3 g bk, en 46  en 60  en 41  en 42  en 54 
599, o 1 3 g cl, en 104  en 108  en 110  en 101  en 106 
600, o 2 1 g a, en 6  en 4  en 20  en 30 
601, o 2 1 g t, en 245  en 248  en 233  en 240  en 242 
602, o 2 1 g b, en 82  en 72  en 98  en 91  en 77 
603, o 2 1 g s, en 229  en 219  en 220  en 215  en 217 
604, o 2 1 g c, en 130  en 134  en 112  en 133 
605, o 2 1 g l, en 183  en 152  en 193  en 190  en 150 
606, o 2 1 g bk, en 205  en 45  en 49  en 38  en 54 
607, o 2 1 g cl, en 105  en 108  en 110  en 107  en 101 
608, o 2 2 g a, en 30  en 19  en 35  en 26 
609, o 2 2 g t, en 258  en 246  en 250  en 244  en 251 
610, o 2 2 g b, en 94  en 98  en 89  en 70  en 75 
611, o 2 2 g s, en 221  en 230  en 218  en 228  en 223 
612, o 2 2 g c, en 136  en 112  en 111  en 145 
613, o 2 2 g l, en 154  en 161  en 198  en 169  en 160 
614, o 2 2 g bk, en 36  en 45  en 49  en 50  en 42 
615, o 2 2 g cl, en 102  en 110  en 108  en 106  en 107 
616, o 2 3 g a, en 20  en 23  en 35  en 21  en 8 
617, o 2 3 g t, en 265  en 233  en 257  en 256  en 232 
618, o 2 3 g b, en 82  en 92  en 68  en 77  en 85 
619, o 2 3 g s, en 222  en 213  en 230  en 215  en 207 
620, o 2 3 g c, en 128  en 145  en 133  en 111 
621, o 2 3 g l, en 151  en 168  en 162  en 164  en 148 
622, o 2 3 g bk, en 202  en 41  en 62  en 43  en 50 
623, o 2 3 g cl, en 102  en 110  en 108  en 101  en 107 
624, o 3 1 g a, en 4  en 34  en 16  en 9 
625, o 3 1 g t, en 238  en 248  en 235  en 251  en 239 
626, o 3 1 g b, en 96  en 92  en 79  en 88  en 77 
627, o 3 1 g s, en 224  en 213  en 211  en 217  en 228 
628, o 3 1 g c, en 135  en 111  en 119  en 126  en 131 
629, o 3 1 g l, en 151  en 197  en 172  en 169  en 195 
630, o 3 1 g bk, en 204  en 49  en 41  en 38  en 54 
631, o 3 1 g cl, en 109  en 108  en 110  en 107  en 106 
632, o 3 2 g a, en 20  en 23  en 19  en 17 
633, o 3 2 g t, en 252  en 248  en 250  en 251  en 240 
634, o 3 2 g b, en 82  en 80  en 69  en 91  en 75 
635, o 3 2 g s, en 221  en 210  en 219  en 228  en 207 
636, o 3 2 g c, en 140  en 119  en 133  en 143  en 144 
637, o 3 2 g l, en 182  en 161  en 155  en 169  en 195 
638, o 3 2 g bk, en 201  en 60  en 49  en 38  en 54 
639, o 3 2 g cl, en 104  en 110  en 108  en 107  en 106 
640, o 3 3 g a, en 28  en 17  en 23  en 18  en 7 
641, o 3 3 g t, en 268  en 233  en 235  en 232  en 244 
642, o 3 3 g b, en 63  en 98  en 89  en 83  en 70 
643, o 3 3 g s, en 226  en 219  en 220  en 228  en 215 
644, o 3 3 g c, en 128  en 134  en 112  en 118  en 139 
645, o 3 3 g l, en 154  en 163  en 198  en 176  en 160 
646, o 3 3 g bk, en 59  en 41  en 45  en 38  en 43 
647, o 3 3 g cl, en 109  en 110  en 108  en 106  en 107 
