,source,target
495, te 3 2 g cl, en 103 en 108 en 110 en 101 en 107
496, te 3 3 g a, en 9 en 26 en 23 en 31 en 8
497, te 3 3 g t, en 252 en 262 en 233 en 256 en 239
498, te 3 3 g b, en 82 en 87 en 69 en 88 en 76
499, te 3 3 g s, en 226 en 227 en 216 en 207 en 215
500, te 3 3 g c, en 135 en 112 en 133 en 137 en 125
501, te 3 3 g l, en 165 en 163 en 200 en 153 en 150
502, te 3 3 g bk, en 61 en 60 en 58 en 38 en 43
503, te 3 3 g cl, en 104 en 108 en 110 en 107 en 106
504, ad 1 1 g a, en 33 en 30 en 16 en 34
505, ad 1 1 g t, en 234 en 248 en 247 en 239 en 232
506, ad 1 1 g b, en 64 en 98 en 80 en 88 en 76
507, ad 1 1 g s, en 212 en 210 en 227 en 207 en 223
508, ad 1 1 g c, en 130 en 146 en 147 en 128
509, ad 1 1 g l, en 182 en 155 en 198 en 179 en 160
510, ad 1 1 g bk, en 59 en 58 en 62 en 54 en 42
511, ad 1 1 g cl, en 104 en 110 en 108 en 106 en 101
512, ad 1 2 g a, en 30 en 23 en 26 en 19
513, ad 1 2 g t, en 268 en 236 en 259 en 256 en 232
514, ad 1 2 g b, en 93 en 69 en 79 en 86 en 70
515, ad 1 2 g s, en 209 en 206 en 211 en 228 en 217
516, ad 1 2 g c, en 147 en 136 en 128 en 146
517, ad 1 2 g l, en 182 en 197 en 155 en 189 en 159
518, ad 1 2 g bk, en 39 en 45 en 55 en 51 en 50
519, ad 1 2 g cl, en 105 en 110 en 108 en 107 en 106
520, ad 1 3 g a, en 30 en 23 en 26 en 31 en 18
521, ad 1 3 g t, en 266 en 237 en 259 en 244 en 241
522, ad 1 3 g b, en 71 en 80 en 68 en 74 en 86
523, ad 1 3 g s, en 222 en 206 en 230 en 207 en 217
524, ad 1 3 g c, en 136 en 128 en 135 en 132
525, ad 1 3 g l, en 156 en 157 en 152 en 159 en 179
526, ad 1 3 g bk, en 40 en 45 en 60 en 38 en 43
527, ad 1 3 g cl, en 104 en 110 en 108 en 101 en 106
528, ad 2 1 g a, en 16 en 27 en 33 en 28
529, ad 2 1 g t, en 254 en 235 en 249 en 241 en 239
530, ad 2 1 g b, en 97 en 92 en 90 en 75 en 86
531, ad 2 1 g s, en 222 en 210 en 206 en 215 en 207
532, ad 2 1 g c, en 129 en 119 en 134 en 145
533, ad 2 1 g l, en 181 en 162 en 197 en 179 en 164
534, ad 2 1 g bk, en 40 en 58 en 62 en 38 en 43
535, ad 2 1 g cl, en 103 en 110 en 108 en 106 en 101
536, ad 2 2 g a, en 30 en 19 en 23 en 17
537, ad 2 2 g t, en 254 en 246 en 236 en 251 en 241
538, ad 2 2 g b, en 78 en 68 en 72 en 100 en 76
539, ad 2 2 g s, en 209 en 213 en 216 en 207 en 228
540, ad 2 2 g c, en 128 en 111 en 119 en 134
541, ad 2 2 g l, en 180 en 162 en 188 en 187 en 189
542, ad 2 2 g bk, en 57 en 49 en 60 en 51 en 42
543, ad 2 2 g cl, en 104 en 108 en 110 en 107 en 101
544, ad 2 3 g a, en 16 en 35 en 17 en 32 en 21
545, ad 2 3 g t, en 254 en 248 en 246 en 241 en 261
546, ad 2 3 g b, en 78 en 90 en 87 en 86 en 67
547, ad 2 3 g s, en 209 en 227 en 210 en 207 en 217
548, ad 2 3 g c, en 132 en 112 en 111 en 134
549, ad 2 3 g l, en 175 en 172 en 149 en 179 en 173
550, ad 2 3 g bk, en 56 en 41 en 49 en 50 en 38
551, ad 2 3 g cl, en 105 en 108 en 110 en 107 en 106
552, ad 3 1 g a, en 16 en 6 en 4 en 20
553, ad 3 1 g t, en 260 en 248 en 257 en 232 en 244
554, ad 3 1 g b, en 97 en 92 en 80 en 75 en 91
555, ad 3 1 g s, en 214 en 230 en 206 en 223 en 228
556, ad 3 1 g c, en 113 en 111 en 134 en 141 en 114
557, ad 3 1 g l, en 174 en 152 en 193 en 166 en 167
558, ad 3 1 g bk, en 202 en 41 en 55 en 42 en 54
559, ad 3 1 g cl, en 103 en 110 en 108 en 107 en 101
560, ad 3 2 g a, en 27 en 26 en 17 en 19
561, ad 3 2 g t, en 266 en 246 en 236 en 256 en 242
562, ad 3 2 g b, en 94 en 92 en 89 en 81 en 77
563, ad 3 2 g s, en 212 en 213 en 216 en 207 en 215
564, ad 3 2 g c, en 147 en 134 en 119 en 122 en 118
565, ad 3 2 g l, en 199 en 193 en 162 en 190 en 153
566, ad 3 2 g bk, en 57 en 60 en 41 en 54 en 51
567, ad 3 2 g cl, en 103 en 110 en 108 en 107 en 106
568, ad 3 3 g a, en 27 en 26 en 35 en 5 en 0
569, ad 3 3 g t, en 245 en 262 en 257 en 244 en 242
570, ad 3 3 g b, en 97 en 80 en 92 en 86 en 83
571, ad 3 3 g s, en 231 en 219 en 206 en 228 en 215
572, ad 3 3 g c, en 146 en 119 en 133 en 122 en 131
573, ad 3 3 g l, en 170 en 163 en 161 en 191 en 160
574, ad 3 3 g bk, en 203 en 49 en 60 en 51 en 42
575, ad 3 3 g cl, en 104 en 110 en 108 en 101 en 107
576, o 1 1 g a, en 16 en 6 en 30 en 27
577, o 1 1 g t, en 265 en 259 en 247 en 239 en 232
578, o 1 1 g b, en 63 en 68 en 90 en 77 en 75
579, o 1 1 g s, en 222 en 216 en 219 en 217 en 215
580, o 1 1 g c, en 146 en 116 en 113 en 140
581, o 1 1 g l, en 170 en 155 en 162 en 148 en 189
582, o 1 1 g bk, en 46 en 62 en 58 en 54 en 50
583, o 1 1 g cl, en 105 en 108 en 110 en 106 en 107
584, o 1 2 g a, en 4 en 17 en 26 en 35
585, o 1 2 g t, en 268 en 237 en 248 en 241 en 256
586, o 1 2 g b, en 94 en 89 en 90 en 70 en 67
587, o 1 2 g s, en 208 en 218 en 216 en 207 en 228
588, o 1 2 g c, en 116 en 136 en 130 en 117
589, o 1 2 g l, en 175 en 162 en 161 en 159 en 179
590, o 1 2 g bk, en 204 en 41 en 45 en 38 en 50
591, o 1 2 g cl, en 102 en 108 en 110 en 101 en 106
592, o 1 3 g a, en 30 en 19 en 17 en 13 en 21
593, o 1 3 g t, en 258 en 248 en 246 en 241 en 256
594, o 1 3 g b, en 82 en 79 en 68 en 74 en 81
595, o 1 3 g s, en 214 en 230 en 227 en 223 en 228
596, o 1 3 g c, en 147 en 116 en 135 en 128
597, o 1 3 g l, en 185 en 152 en 157 en 169 en 187
598, o 1 3 g bk, en 53 en 45 en 60 en 42 en 50
599, o 1 3 g cl, en 103 en 108 en 110 en 107 en 101
600, o 2 1 g a, en 28 en 27 en 4 en 20
601, o 2 1 g t, en 269 en 247 en 236 en 241 en 251
602, o 2 1 g b, en 96 en 72 en 87 en 81 en 75
603, o 2 1 g s, en 214 en 230 en 213 en 207 en 217
604, o 2 1 g c, en 128 en 111 en 119 en 112
605, o 2 1 g l, en 196 en 188 en 200 en 169 en 176
606, o 2 1 g bk, en 37 en 55 en 41 en 42 en 43
607, o 2 1 g cl, en 105 en 110 en 108 en 107 en 106
608, o 2 2 g a, en 28 en 26 en 19 en 35
609, o 2 2 g t, en 254 en 249 en 233 en 261 en 256
610, o 2 2 g b, en 99 en 87 en 72 en 83 en 88
611, o 2 2 g s, en 212 en 210 en 206 en 223 en 207
612, o 2 2 g c, en 129 en 145 en 112 en 119
613, o 2 2 g l, en 186 en 155 en 188 en 176 en 190
614, o 2 2 g bk, en 44 en 49 en 62 en 38 en 42
615, o 2 2 g cl, en 102 en 110 en 108 en 101 en 106
616, o 2 3 g a, en 16 en 17 en 19 en 31 en 2
617, o 2 3 g t, en 254 en 257 en 259 en 242 en 256
618, o 2 3 g b, en 73 en 87 en 90 en 74 en 81
619, o 2 3 g s, en 231 en 230 en 218 en 223 en 215
620, o 2 3 g c, en 116 en 133 en 134 en 119
621, o 2 3 g l, en 151 en 155 en 152 en 173 en 153
622, o 2 3 g bk, en 37 en 45 en 41 en 42 en 38
623, o 2 3 g cl, en 104 en 110 en 108 en 107 en 101
624, o 3 1 g a, en 30 en 9 en 34 en 33
625, o 3 1 g t, en 252 en 233 en 246 en 239 en 256
626, o 3 1 g b, en 97 en 87 en 90 en 86 en 84
627, o 3 1 g s, en 231 en 227 en 216 en 223 en 217
628, o 3 1 g c, en 136 en 112 en 111 en 118 en 125
629, o 3 1 g l, en 165 en 198 en 200 en 167 en 191
630, o 3 1 g bk, en 44 en 60 en 58 en 43 en 38
631, o 3 1 g cl, en 104 en 110 en 108 en 107 en 106
632, o 3 2 g a, en 33 en 35 en 17 en 19
633, o 3 2 g t, en 252 en 233 en 264 en 239 en 251
634, o 3 2 g b, en 73 en 90 en 69 en 86 en 74
635, o 3 2 g s, en 222 en 206 en 218 en 228 en 207
636, o 3 2 g c, en 135 en 134 en 119 en 124 en 125
637, o 3 2 g l, en 174 en 149 en 194 en 166 en 164
638, o 3 2 g bk, en 39 en 55 en 60 en 54 en 51
639, o 3 2 g cl, en 103 en 110 en 108 en 106 en 101
640, o 3 3 g a, en 30 en 17 en 19 en 22 en 2
641, o 3 3 g t, en 238 en 235 en 250 en 232 en 244
642, o 3 3 g b, en 63 en 80 en 68 en 100 en 70
643, o 3 3 g s, en 209 en 230 en 220 en 215 en 223
644, o 3 3 g c, en 130 en 111 en 134 en 139 en 115
645, o 3 3 g l, en 158 en 178 en 193 en 189 en 187
646, o 3 3 g bk, en 52 en 58 en 49 en 42 en 50
647, o 3 3 g cl, en 105 en 108 en 110 en 107 en 101
